velocity,x_left_direct,x_left_distance,x_right_direct,x_right_distance,y_left_direct,y_left_distance,y_right_direct,y_right_distance,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,type
25.399,3,3,3,3,3,2,3,2,44,0,36,15,29,15,13,31,5,54,44,23,52,39,44,46,29,46,29,69,13,77,36,54,44,69,44,85,29,39,lob
68.487,3,1,3,2,3,2,3,2,29,-6,37,25,53,25,69,49,84,64,22,33,14,49,22,41,53,72,29,96,29,127,37,72,14,104,14,135,45,49,cut
22.772,3,2,3,3,3,4,2,3,25,1,25,17,17,17,9,33,1,41,40,17,48,17,48,25,17,49,25,73,33,89,33,49,33,73,40,81,25,33,netplay
6.317,2,2,2,2,2,2,2,2,44,-8,52,24,67,24,75,47,91,55,36,24,28,47,20,71,52,71,75,79,67,110,36,63,28,87,4,110,52,47,netplay
20.308,3,5,3,4,3,3,3,3,25,0,25,23,41,23,49,39,41,39,17,23,17,39,25,47,33,54,17,78,33,62,17,54,17,78,17,78,25,39,lob
25.761,3,1,3,1,3,2,3,2,60,-3,44,12,44,12,20,27,20,27,36,4,28,27,28,27,12,27,28,50,36,73,20,27,36,50,36,73,20,27,lob
26.15,2,3,3,3,2,4,2,4,18,-3,34,21,49,21,65,44,49,52,26,28,26,52,26,52,65,52,88,83,111,123,41,60,18,91,10,131,49,44,cut
51.146,3,4,3,3,3,2,3,2,52,40,37,50,28,44,21,26,23,11,43,69,33,82,24,73,13,90,11,116,14,140,30,93,33,122,46,141,23,72,long
30.26,3,3,3,3,2,2,2,2,6,60,22,62,38,51,27,23,18,-2,29,74,43,74,55,65,75,100,85,133,92,167,51,103,36,136,20,162,57,84,long
38.448,2,4,2,3,2,2,2,2,28,1,26,16,12,16,3,4,-3,-5,33,28,26,41,22,29,9,59,8,76,7,95,23,59,18,85,34,103,17,38,long
23.171,2,3,2,3,2,2,2,2,20,41,51,41,51,41,43,34,27,49,51,41,35,26,67,18,67,81,51,104,20,112,74,81,106,104,106,144,59,65,long
50.963,2,3,2,5,3,2,2,2,52,1,36,17,28,17,36,-7,36,-14,44,24,52,24,59,24,13,48,5,79,5,102,28,48,36,71,52,86,28,32,smash
33.664,2,4,2,3,2,2,2,2,41,-1,54,19,63,21,41,26,15,34,52,25,64,28,66,48,98,59,62,62,55,100,84,64,83,99,112,119,82,42,lob
70.775,2,3,2,3,2,2,2,2,60,10,59,25,43,28,27,18,16,5,67,36,70,49,59,46,50,61,34,80,29,103,69,65,66,86,85,109,56,47,smash
43.938,2,3,2,3,2,2,2,2,44,-7,52,17,52,17,29,33,13,25,52,17,76,25,83,41,76,65,83,104,122,120,68,65,37,96,37,136,60,41,lob
81.477,2,3,2,3,2,2,2,2,28,2,28,25,13,18,-2,10,-18,2,44,25,44,41,44,33,21,64,13,88,28,111,36,64,36,88,44,111,28,41,smash
12.994,2,2,2,2,2,3,2,2,39,17,63,41,47,41,24,57,0,65,71,33,95,25,118,33,95,65,79,81,71,121,102,57,134,81,173,97,79,49,lob
16.305,3,4,3,3,2,2,2,2,38,-8,54,15,46,15,30,23,15,31,54,15,77,15,77,39,85,46,62,54,38,85,93,46,101,85,132,101,69,31,netplay
14.717,2,2,2,1,2,2,2,2,22,-10,29,14,22,22,14,38,-1,54,45,14,60,22,68,22,37,46,22,62,22,86,52,46,52,78,52,94,37,30,netplay
12.503,3,2,3,2,3,1,3,1,142,19,124,28,130,49,141,69,159,81,115,20,96,19,79,14,87,56,116,52,122,79,71,51,52,69,25,84,97,41,netplay
17.818,2,1,3,2,3,1,3,2,15,-11,23,13,7,13,-1,29,7,21,30,13,38,37,46,68,15,45,15,60,7,84,30,45,38,68,46,68,23,29,lob
29.418,3,2,3,2,3,4,3,3,91,5,83,28,83,36,107,59,131,67,75,20,59,28,35,36,51,59,75,75,99,114,59,67,51,91,11,91,67,44,cut
25.318,2,2,2,2,3,2,3,3,29,6,37,21,21,21,13,29,21,21,44,21,44,37,44,37,29,53,13,68,13,92,44,53,52,76,60,84,37,37,lob
37.837,2,3,2,2,2,3,2,2,60,1,60,25,45,25,30,25,6,9,76,33,91,41,99,65,53,81,30,105,22,145,68,81,68,129,91,113,60,57,long
32.118,3,4,3,5,3,2,2,2,52,10,41,19,24,26,17,23,30,19,46,26,44,42,40,31,13,63,12,86,11,112,32,65,38,90,54,106,23,44,long
30.852,2,3,3,3,2,3,2,3,-6,2,18,26,18,26,42,10,18,2,26,26,42,10,26,10,26,73,18,120,10,160,42,73,42,120,34,168,26,49,long
37.695,3,4,3,4,3,2,3,2,40,24,31,34,15,35,13,25,27,24,31,38,40,30,40,18,8,73,13,97,19,123,24,75,29,99,44,125,19,55,long
27.846,3,3,3,3,3,3,3,3,49,-9,49,22,64,30,88,30,72,30,41,30,49,22,64,30,56,69,72,100,80,147,41,69,33,100,9,124,49,46,cut
20.571,3,2,3,2,3,2,3,3,58,-2,42,21,42,21,42,36,58,52,42,21,42,36,58,52,18,52,34,82,50,98,26,52,18,75,3,82,34,36,lob
25.435,3,2,3,2,3,4,3,3,50,-2,50,21,50,21,57,37,73,45,42,21,50,37,65,45,42,68,65,108,81,147,42,68,65,100,3,123,42,45,cut
4.169,2,1,2,2,3,2,3,2,49,3,53,17,44,22,34,37,18,50,77,19,91,24,101,29,48,57,39,73,26,94,71,57,81,76,90,85,59,43,netplay
15.951,2,2,2,2,2,2,2,2,8,-7,24,16,32,16,32,32,8,47,16,24,24,39,32,47,48,47,56,86,80,109,40,55,56,86,80,109,40,32,lob
90.186,3,3,3,3,3,2,3,2,9,3,24,27,16,34,9,42,9,27,32,34,9,34,9,27,39,74,62,105,47,137,24,74,16,113,9,137,32,58,smash
17.64,3,3,3,3,3,3,3,3,92,-1,76,22,76,22,84,37,100,45,69,22,76,37,92,37,45,45,38,67,6,83,61,45,76,60,84,83,61,37,netplay
25.219,3,2,3,3,3,2,3,2,55,1,47,25,63,33,63,41,40,33,40,25,24,25,1,17,55,73,47,88,55,96,40,73,24,104,32,136,47,49,lob
31.744,3,3,3,5,3,2,3,2,89,9,77,11,59,7,57,-2,63,-3,72,23,60,32,55,24,31,40,22,64,19,93,50,47,50,65,67,76,51,24,long
24.815,2,3,3,3,3,4,3,3,32,-2,40,13,24,21,16,29,9,44,48,13,55,29,55,37,32,37,24,52,16,75,48,37,63,60,79,75,40,29,netplay
11.412,2,2,2,2,3,2,3,3,73,-7,73,16,58,24,34,32,50,24,89,24,105,40,113,63,73,71,81,110,89,133,89,71,89,110,113,141,73,48,netplay
16.818,2,2,2,2,2,1,2,1,25,-2,25,14,18,14,2,38,2,54,33,14,33,22,41,30,2,46,18,70,10,94,18,46,33,54,41,78,18,30,lob
7.115,2,2,2,2,2,2,2,3,20,-1,28,22,12,22,-3,38,-3,61,35,22,43,38,51,45,12,61,12,84,12,115,28,61,28,84,20,123,20,38,netplay
5.112,2,2,2,2,2,2,2,3,19,-6,19,26,35,26,42,50,35,65,11,34,19,57,4,65,35,73,35,105,58,136,27,73,19,113,27,152,27,57,netplay
21.366,2,1,2,1,2,2,2,2,22,-9,22,15,7,15,7,39,-1,39,38,23,45,39,30,31,15,55,15,95,7,119,30,55,38,87,38,111,22,39,lob
7.661,2,2,2,2,3,2,3,2,0,-1,15,14,7,22,15,38,15,53,22,14,15,53,37,7,30,53,30,84,22,115,30,53,22,84,15,107,22,38,long
22.32,2,1,2,2,3,2,2,2,19,-2,27,13,19,21,12,28,4,36,42,13,50,21,57,36,27,44,27,67,27,90,42,44,50,67,35,82,35,28,lob
76.776,2,2,2,2,2,3,2,2,70,10,68,32,48,32,27,24,5,9,84,34,110,40,115,57,64,90,48,117,26,152,92,88,110,121,133,146,74,65,drive
26.021,2,2,3,3,2,2,2,3,41,1,41,17,33,25,49,33,49,33,41,25,56,33,56,25,33,65,17,89,2,113,49,57,64,81,72,105,41,41,netplay
9.467,3,3,3,3,3,2,2,2,48,3,56,19,78,18,96,13,109,5,44,31,38,47,19,66,76,75,90,96,101,122,53,79,42,114,33,138,64,58,netplay
23.24,3,1,3,2,3,2,3,2,42,-11,34,13,34,13,50,21,58,21,26,13,50,21,58,21,10,45,34,61,42,85,10,45,18,69,2,69,26,29,lob
46.33,3,2,3,3,3,3,3,3,44,-10,44,21,44,29,75,44,98,44,36,29,44,44,98,44,36,68,51,83,67,122,44,76,28,83,20,91,44,52,drive
32.636,2,3,2,3,3,2,2,2,21,4,33,8,30,18,20,28,2,37,39,3,57,5,57,16,57,32,42,30,31,47,75,27,82,48,115,54,54,21,lob
75.605,2,3,2,3,2,2,2,2,29,28,45,42,56,32,60,10,60,-7,40,59,54,58,59,42,85,90,109,117,108,147,55,93,40,114,12,139,63,67,smash
50.055,2,3,3,3,2,2,2,2,53,2,54,13,42,22,43,34,58,41,61,14,58,26,52,31,29,34,24,51,11,67,56,38,69,50,80,68,45,30,netplay
15.763,3,3,3,2,2,2,2,2,33,3,25,27,33,35,41,59,57,59,9,27,9,43,25,51,25,83,33,123,25,155,9,83,9,123,9,155,17,59,netplay
6.146,3,2,3,2,3,2,2,2,36,-1,28,22,13,22,-3,30,13,38,43,22,59,22,74,22,20,53,13,77,13,100,36,53,43,69,43,84,28,38,netplay
4.651,3,2,3,3,3,1,3,2,88,9,72,32,80,40,88,48,96,56,65,25,49,25,34,17,57,63,88,71,80,94,42,63,26,86,11,110,57,48,netplay
21.078,3,1,3,2,3,2,3,2,43,4,35,15,39,27,52,34,62,39,24,21,12,25,7,35,12,61,29,67,36,97,2,55,-4,81,-20,83,17,41,lob
30.312,3,2,3,2,3,2,2,2,8,75,25,72,32,62,25,33,10,9,43,80,53,65,53,55,85,108,99,115,114,146,58,108,44,132,28,137,66,87,long
57.949,3,2,3,2,3,3,3,3,103,0,99,21,99,40,119,54,141,59,87,18,69,20,84,30,63,63,91,73,109,106,59,59,59,82,22,89,73,47,cut
63.126,3,3,3,2,3,3,3,3,91,20,82,32,73,24,66,15,65,8,86,44,104,51,101,40,54,51,35,71,15,89,75,62,87,79,106,97,70,47,rush
19.615,3,2,3,3,3,2,3,2,61,-7,69,17,85,17,108,17,116,17,53,24,45,40,22,48,77,71,93,95,108,126,61,71,30,103,14,134,69,48,netplay
23.175,3,2,3,2,3,2,3,2,41,-2,33,21,33,21,41,37,56,37,25,21,41,37,56,37,18,60,33,75,41,98,18,52,18,83,-13,83,25,37,lob
72.412,3,2,3,2,3,3,3,3,66,-3,51,29,43,29,66,60,98,68,59,29,51,44,90,68,27,60,51,84,74,115,43,60,43,92,11,100,43,44,long
60.126,3,3,3,3,3,3,3,3,89,14,75,30,67,19,69,11,73,-1,83,43,86,57,88,44,43,52,32,77,15,101,64,59,73,85,94,101,63,45,smash
26.096,3,2,3,2,3,3,3,3,56,13,59,36,54,41,34,45,8,53,70,39,93,41,100,64,112,65,127,100,161,117,91,69,65,80,68,117,87,52,netplay
12.574,2,3,3,3,2,4,2,4,46,-7,46,24,61,24,77,48,92,40,30,24,15,40,23,32,54,71,69,86,61,125,38,63,15,94,15,133,46,48,cut
74.821,2,3,3,3,2,3,2,3,16,0,16,23,8,31,8,46,8,62,31,23,39,31,39,54,16,54,8,77,8,100,31,54,39,77,46,100,23,39,netplay
2.535,3,3,3,3,3,3,3,3,9,0,33,24,49,16,57,39,65,55,17,32,25,55,41,55,65,71,89,87,73,126,41,71,25,110,9,149,41,47,lob
50.292,3,3,3,3,3,2,3,2,45,0,37,24,29,24,14,32,14,48,53,24,61,40,61,48,29,48,21,72,-2,96,45,48,53,72,69,96,37,40,smash
44.745,3,2,3,2,3,3,2,3,71,-8,63,16,79,24,87,55,102,47,47,24,32,40,24,47,71,63,87,95,110,126,47,63,24,95,8,134,63,47,drive
21.091,2,3,3,3,3,2,2,2,24,7,29,19,28,24,24,27,17,25,42,28,46,37,48,50,44,60,26,76,37,93,60,56,76,72,101,89,42,43,cut
19.939,2,3,2,3,2,2,2,2,32,1,48,24,48,24,48,40,32,40,48,24,48,40,24,40,64,55,32,63,24,94,72,55,80,94,112,117,56,40,lob
42.892,2,3,2,3,2,2,2,2,31,4,33,15,26,23,22,31,19,20,37,16,29,21,19,13,35,67,34,87,53,106,47,64,49,83,69,105,35,44,long
25.232,2,4,2,4,2,2,2,2,41,2,49,26,34,26,18,34,3,34,57,34,49,58,64,42,49,74,64,113,41,145,49,74,64,105,72,129,49,50,long
33.885,3,3,3,3,3,4,3,3,14,50,30,73,38,73,61,50,61,26,14,81,14,65,14,57,53,129,61,176,61,223,30,129,22,168,6,200,38,105,cut
24.141,2,2,2,2,3,2,2,3,14,-3,22,5,14,13,14,29,14,37,30,5,38,21,38,21,22,37,14,45,7,68,38,37,38,37,53,60,22,21,lob
100.801,2,3,2,3,2,3,2,3,38,35,54,46,67,32,62,7,47,-12,54,66,68,59,73,44,106,97,127,113,117,150,73,99,55,122,20,143,84,71,cut
38.099,2,3,3,3,2,3,2,3,-2,10,22,26,14,33,54,10,22,26,30,26,46,10,38,18,30,80,30,120,14,159,46,73,54,120,30,167,30,49,long
43.318,3,3,3,4,3,2,2,2,47,15,37,26,23,22,18,10,24,2,40,40,48,36,48,29,10,63,7,87,16,114,26,65,33,88,49,107,23,47,cut
13.097,3,4,3,4,3,2,3,2,48,-5,48,27,64,27,71,19,79,11,40,27,17,35,1,35,56,74,64,97,64,129,40,74,24,113,32,145,48,50,netplay
21.98,2,2,2,2,2,2,2,2,28,-10,36,13,20,13,20,37,4,52,44,13,52,13,60,44,28,44,20,60,12,83,44,44,60,60,60,83,36,29,lob
25.906,3,3,3,3,3,3,3,3,28,-8,36,23,43,23,51,31,75,23,36,23,43,39,51,31,51,70,75,110,90,149,36,70,36,102,4,125,43,47,cut
29.212,2,1,2,2,3,2,3,3,27,-2,27,14,20,22,12,38,20,54,43,22,50,22,43,14,27,54,20,77,4,101,43,54,50,61,58,77,35,38,lob
45.628,2,2,2,2,2,2,2,2,22,-6,22,18,30,26,46,41,54,65,14,26,22,49,-2,10,38,73,46,112,30,151,30,73,46,112,62,151,30,49,long
43.2,3,5,3,5,2,2,2,2,52,13,45,18,28,18,20,7,26,4,52,29,43,41,43,35,14,57,9,82,12,112,30,60,34,78,49,100,28,41,long
23.945,3,4,3,5,3,2,3,2,11,10,20,28,45,33,71,19,58,21,9,34,5,44,9,26,37,84,32,124,26,161,19,80,23,108,13,143,28,61,long
19.524,3,4,3,5,3,2,3,2,87,-8,87,16,103,23,127,31,143,23,79,16,63,31,39,39,87,62,111,86,135,117,71,62,39,94,15,117,87,39,netplay
25.873,2,1,2,2,3,2,3,2,36,3,39,17,27,25,21,40,13,50,56,15,69,19,71,35,33,55,27,73,16,96,56,56,64,74,67,86,43,43,lob
24.067,2,2,2,2,2,3,2,3,55,0,62,32,47,24,23,24,8,24,70,32,86,48,101,71,55,79,31,103,23,142,70,79,86,119,117,134,62,55,cut
25.635,2,2,2,2,2,2,2,3,37,5,41,22,31,25,24,42,17,60,51,16,60,13,71,22,33,51,23,62,17,84,49,46,51,68,57,73,41,37,lob
90.14,2,2,2,2,2,2,2,2,7,25,24,33,44,32,59,9,52,9,29,51,39,48,48,38,74,80,82,111,86,156,54,83,47,112,32,140,57,61,smash
26.963,2,2,3,3,2,3,2,3,39,-2,47,21,39,21,31,28,15,36,63,21,79,28,55,44,55,44,47,51,39,74,79,44,103,51,127,67,63,28,netplay
92.052,3,3,3,3,3,3,3,3,6,56,22,68,44,64,57,39,65,8,15,86,38,93,53,88,69,127,84,161,66,193,43,126,33,158,25,192,49,101,smash
21.794,2,3,3,3,3,3,3,3,40,0,47,23,32,31,32,39,40,55,63,23,71,31,71,47,47,47,24,70,0,86,55,47,63,70,71,86,47,39,netplay
8.996,3,3,3,3,3,2,3,2,6,-7,6,17,14,17,14,33,6,97,-2,17,6,41,6,97,21,65,21,97,21,105,21,65,21,97,45,129,14,41,netplay
17.192,2,2,2,2,2,2,2,2,27,8,35,22,21,28,21,42,14,55,44,15,53,11,63,9,30,49,18,55,14,74,43,46,46,57,49,63,36,38,lob
21.211,2,2,3,3,3,3,3,4,34,-1,42,15,34,23,18,38,3,38,57,15,65,23,73,30,50,38,42,54,42,77,65,38,89,54,112,70,50,30,netplay
24.078,2,2,2,2,2,2,2,2,45,1,45,25,52,25,29,17,14,1,45,33,37,41,22,41,52,72,29,96,14,112,52,72,52,112,83,135,52,49,lob
90.519,2,3,2,3,2,2,2,2,28,0,26,13,17,23,5,22,18,15,36,20,46,35,33,39,15,61,9,81,18,90,33,59,40,84,58,107,22,44,smash
36.503,2,4,2,3,3,3,2,3,61,-3,59,18,49,22,30,21,6,23,62,24,86,30,97,53,88,70,101,98,136,138,65,70,54,102,40,138,76,49,lob
81.108,3,3,3,3,3,3,2,2,77,12,63,19,46,17,39,9,55,8,67,36,60,52,49,54,28,52,20,81,13,103,39,58,43,82,58,93,43,39,smash
43.206,3,3,3,3,3,3,2,3,41,-8,48,24,64,24,79,24,87,8,33,31,33,47,33,39,64,63,95,94,118,118,48,71,25,86,9,118,56,47,lob
65.474,2,3,3,3,3,2,2,2,48,4,49,22,35,27,15,22,20,9,60,26,71,26,75,43,44,61,24,80,24,106,64,65,77,85,96,97,52,48,drive
18.05,2,3,2,3,2,2,2,2,65,-8,65,24,57,16,33,24,9,24,73,24,81,40,89,55,89,63,65,95,73,126,97,63,121,87,153,110,81,47,cut
7.005,2,1,2,2,2,2,2,2,33,3,35,16,24,25,20,37,10,43,50,19,62,28,72,27,26,60,19,79,13,106,49,61,53,82,56,88,37,46,netplay
11.294,2,2,2,2,2,2,2,2,1,2,17,17,25,17,33,33,33,33,9,25,9,41,25,49,49,49,49,80,80,103,41,56,49,80,72,103,33,41,lob
35.282,2,3,2,3,3,2,2,2,42,-2,44,21,34,27,11,32,6,48,50,24,70,34,86,54,86,63,103,92,131,115,63,69,43,93,31,128,62,47,lob
78.911,2,3,2,3,2,3,2,3,36,3,31,15,10,24,3,23,14,18,41,25,44,35,42,45,7,56,13,84,23,114,25,59,30,82,40,111,20,40,smash
17.241,2,3,2,3,3,3,2,3,135,-3,127,15,140,26,157,44,175,60,110,20,87,30,91,41,106,69,142,69,115,94,79,64,53,84,24,98,109,48,netplay
23.874,3,2,3,2,3,2,3,2,44,-10,36,14,29,14,29,29,52,37,36,14,44,29,52,37,13,45,29,68,36,84,21,45,13,68,5,76,21,29,lob
30.087,3,2,3,2,2,3,2,2,-7,8,16,14,25,14,47,20,21,27,24,18,32,14,28,1,54,59,63,94,62,134,48,55,54,80,32,112,46,43,long
62.081,3,3,3,3,2,3,2,3,44,1,41,11,25,17,17,18,28,12,44,17,45,36,43,28,13,54,15,75,21,103,29,54,30,80,38,105,23,38,long
22.335,3,3,3,3,3,3,3,2,83,-7,83,25,67,25,44,33,36,17,99,25,122,33,137,25,67,73,106,89,91,129,52,73,36,97,5,121,67,49,cut
25.94,3,2,3,2,3,2,3,2,59,2,53,13,44,25,45,40,56,53,45,15,51,29,57,40,19,48,30,63,33,91,35,53,23,68,10,77,33,40,lob
50.052,3,2,3,2,2,3,2,2,8,28,30,35,47,27,58,14,54,-1,34,43,36,33,37,14,77,75,83,107,79,148,58,76,53,101,39,120,59,56,smash
18.982,2,3,2,3,2,3,2,3,29,6,45,22,37,22,21,29,-2,29,53,14,76,22,68,52,60,44,37,60,21,75,76,44,92,60,115,82,60,29,netplay
3.783,2,3,2,3,2,2,2,2,46,-6,54,17,62,17,62,25,54,48,39,25,23,33,8,33,70,64,62,87,62,118,54,64,54,87,62,125,54,40,netplay
5.157,2,3,2,3,2,2,2,2,29,-2,29,14,21,22,5,37,-3,53,44,14,52,22,60,37,21,45,37,77,37,77,37,45,44,61,44,77,29,30,netplay
60.213,2,4,2,4,2,2,2,2,40,5,37,19,20,16,9,9,12,-2,49,30,48,40,45,51,12,60,14,85,17,110,29,65,28,86,29,112,26,46,smash
27.644,2,3,2,3,2,2,2,2,48,-8,71,15,79,23,71,31,87,46,63,15,32,31,9,31,103,54,95,85,79,116,95,54,63,85,79,116,87,39,lob
29.202,2,4,2,5,3,2,2,2,22,8,20,21,13,31,13,40,17,22,24,26,31,19,21,6,17,68,22,92,25,118,26,65,26,92,49,103,19,45,cut
7.047,2,3,2,3,2,2,2,2,17,3,28,20,41,21,26,30,15,39,29,32,29,50,22,68,69,66,39,71,24,99,60,69,76,98,100,118,57,48,netplay
4.569,2,1,2,2,2,2,2,2,32,3,34,16,23,25,19,37,9,43,49,19,61,28,71,27,25,60,18,79,12,106,48,61,52,82,55,88,36,46,netplay
17.034,2,2,2,2,2,1,2,2,8,2,16,18,32,26,40,42,32,42,16,26,24,42,24,49,40,57,24,73,8,89,32,57,48,89,72,112,32,42,lob
48.664,3,4,3,4,2,2,2,3,3,51,34,59,34,51,49,27,42,11,34,51,49,19,42,11,49,99,42,131,26,155,65,99,65,139,57,179,49,75,cut
28.896,2,3,3,2,2,3,2,3,80,0,72,24,64,24,48,39,48,47,72,24,72,39,88,47,48,47,32,71,16,86,64,47,80,63,80,94,64,32,netplay
16.594,3,3,3,3,3,2,3,2,71,1,71,25,86,25,118,25,142,17,63,25,47,41,31,57,63,73,86,96,110,128,47,73,23,104,-1,128,63,49,netplay
21.515,2,2,2,2,3,2,3,2,43,-2,35,14,19,14,19,30,4,46,43,14,43,38,58,62,27,46,19,54,4,78,35,46,50,46,58,62,35,30,lob
33.594,2,2,2,2,2,3,2,3,15,62,32,68,48,61,59,35,50,19,32,84,40,69,36,50,79,126,86,159,85,199,57,124,45,153,21,177,61,101,long
27.786,2,4,2,3,2,2,2,3,40,8,35,19,21,25,9,22,3,10,45,30,55,41,55,36,25,65,20,79,14,96,42,67,42,85,65,103,36,50,cut
5.173,2,3,2,3,2,2,2,2,15,4,21,25,32,25,16,30,6,39,21,32,26,41,19,52,59,69,34,74,22,101,45,74,51,108,76,125,43,56,netplay
21.781,2,1,2,1,2,2,2,2,29,-2,37,14,29,22,21,38,6,54,52,14,67,14,83,30,37,46,29,70,21,94,52,46,60,78,52,110,44,30,lob
54.923,2,2,3,2,3,3,3,3,54,0,54,24,62,32,94,32,117,24,38,32,38,40,54,24,62,79,86,111,102,150,46,79,31,103,7,134,54,55,cut
22.388,3,3,3,3,3,2,3,3,60,2,58,20,70,30,93,28,109,29,41,22,24,32,20,47,47,63,62,80,72,108,32,63,29,83,17,101,45,44,netplay
18.589,3,3,3,3,3,2,3,2,47,-7,39,17,47,25,47,33,39,25,32,17,9,17,9,17,47,57,55,73,47,97,32,57,16,89,16,121,39,41,lob
6.725,3,2,3,2,3,3,3,3,26,1,34,24,49,32,65,56,72,79,18,32,3,56,11,48,49,79,49,118,49,149,26,79,18,118,18,157,34,56,netplay
18.096,3,2,3,2,2,2,3,2,34,-10,26,13,18,13,11,21,3,44,42,13,57,13,65,29,18,36,18,59,18,82,34,36,42,59,34,82,26,21,lob
12.938,3,2,3,2,2,1,2,1,57,-16,34,7,19,14,4,30,4,45,42,14,34,30,34,45,11,45,4,83,4,106,27,45,27,76,27,106,27,30,netplay
14.553,3,3,3,2,2,2,2,2,56,3,41,26,49,34,49,42,17,34,25,26,10,34,17,34,33,65,33,104,33,142,17,65,17,104,25,142,33,42,long
23.84,3,3,3,3,3,2,3,2,54,1,54,25,69,33,69,49,54,57,46,25,46,49,30,57,69,73,77,104,85,144,54,73,22,104,7,144,54,49,lob
28.286,3,3,3,4,3,2,3,2,63,18,50,27,38,21,37,7,42,-2,55,40,47,47,45,34,15,65,14,88,22,116,31,66,41,87,61,103,32,43,cut
14.129,3,3,3,3,3,2,3,1,45,2,45,26,37,34,21,49,5,65,61,26,77,18,85,2,37,73,21,105,21,136,53,73,69,89,69,112,45,49,netplay
19.924,2,1,2,2,3,2,3,2,33,8,42,25,33,32,25,44,16,57,50,18,61,17,68,32,38,56,29,71,17,97,57,52,66,72,72,81,48,43,lob
31.545,2,2,2,2,2,2,2,3,16,52,39,75,31,83,70,44,70,20,47,68,70,44,70,20,55,115,39,155,16,178,70,115,94,147,86,194,55,91,cut
12.146,2,2,2,2,2,3,2,3,33,1,36,15,25,21,18,39,7,61,43,6,60,4,80,7,29,34,20,48,15,64,44,33,49,44,55,55,36,26,netplay
20.888,2,3,2,3,2,1,2,2,49,-5,49,19,64,27,64,27,49,27,41,27,18,27,3,19,64,67,72,83,72,99,49,67,34,91,34,123,57,43,lob
83.473,2,3,2,3,2,2,2,2,31,12,36,26,32,34,18,42,2,49,42,22,58,26,49,32,69,46,47,50,40,67,67,50,80,60,89,79,52,38,cut
15.293,2,2,3,2,3,2,3,2,14,-1,25,17,17,31,27,48,16,62,38,13,47,25,54,32,30,63,27,85,24,111,46,63,42,85,38,114,38,49,long
66.504,3,4,3,3,3,3,3,3,49,4,38,12,27,17,9,10,27,8,38,19,41,27,48,22,17,60,22,81,38,97,27,61,19,84,21,114,24,45,smash
22.979,3,3,3,3,3,2,3,2,119,0,103,23,111,31,135,54,151,69,87,15,55,23,39,23,79,62,111,77,143,108,63,62,39,85,7,108,87,46,netplay
18.013,3,2,3,2,3,2,3,2,41,-2,26,14,26,14,18,29,26,45,26,14,26,29,26,29,10,37,18,53,26,76,18,37,18,53,18,76,18,21,lob
