velocity,x_direct,x_distance,y_direct,y_distance,x12,y12,x23,y23,x34,y34,x45,y45,x26,y26,x67,y67,x78,y78,x215,y215,x159,y159,x910,y910,x1011,y1011,x1512,y1512,x1213,y1213,x1314,y1314,type
72.602,3,2,2,3,17,19,17,-10,3,-26,-4,-30,-4,15,16,18,12,-18,27,24,23,21,19,26,8,34,-1,23,-15,28,-18,20,smash
23.778,2,2,2,3,8,15,-10,8,-16,4,-19,7,6,-1,19,-1,19,8,23,21,0,10,-20,5,-21,22,16,8,17,17,29,15,lob
72.159,2,3,2,2,0,24,8,0,0,-8,-8,-16,-15,8,-23,8,-8,-8,0,32,15,24,-15,32,0,32,0,24,-15,32,0,32,drive
29.535,2,3,2,2,7,23,-7,0,-8,0,-16,8,8,0,16,8,0,16,8,8,0,16,-23,15,-8,31,16,16,7,23,23,15,lob
70.301,3,2,3,2,1,19,28,6,15,-6,-16,-4,-8,12,-3,22,19,0,13,35,15,21,4,33,-9,33,-4,26,3,41,-12,18,smash
20.379,3,3,3,3,-3,13,-5,15,11,14,23,9,-10,5,-13,6,0,10,-19,27,-12,13,-9,20,-28,19,7,7,12,13,6,24,netplay
24.118,3,3,3,2,-8,31,15,8,8,15,8,8,-16,0,-15,8,-16,0,0,16,8,23,7,15,8,16,-16,15,-7,31,0,23,lob
28.899,2,4,3,2,0,15,-8,0,-16,8,0,0,8,8,8,15,-8,8,0,15,-8,16,-16,23,-16,23,8,16,0,23,8,15,cut
12.026,2,3,3,2,-8,24,8,8,8,16,16,8,-15,0,-24,8,-8,8,-7,16,0,24,23,16,8,16,-16,24,-16,24,-8,24,netplay
13.25,3,2,3,2,-7,12,-2,11,12,11,22,13,-9,9,11,3,8,5,-15,28,-5,16,17,15,3,30,-6,17,9,17,-19,16,netplay
19.77,3,2,2,1,-1,21,9,3,-17,2,-17,0,-3,12,11,13,-6,20,17,33,8,23,-25,6,-18,28,-3,28,5,24,23,17,lob
39.931,2,4,2,2,-2,14,-6,7,-2,5,-14,2,3,3,4,21,-14,2,-2,31,-7,13,-7,15,-10,21,0,13,-2,25,24,12,long
42.287,3,3,3,3,0,31,16,8,16,-8,15,0,-16,0,-15,8,0,-8,-8,23,0,23,24,24,8,31,-8,23,0,24,-31,7,cut
33.282,3,2,3,3,-1,14,-2,9,16,1,19,1,-9,6,-1,11,4,15,-12,32,-7,20,17,14,16,24,6,19,-2,16,-17,13,lob
42.007,3,3,2,3,16,17,16,-4,3,-21,-6,-14,-6,10,2,-13,-5,-11,19,18,15,25,2,40,-3,38,-9,26,-8,38,-18,26,long
32.613,3,3,3,3,0,32,16,8,31,0,15,-8,-8,0,-23,8,0,-8,0,23,0,24,23,40,0,31,-16,24,0,32,-31,16,cut
29.323,3,2,3,3,-4,15,-7,9,15,10,14,7,-10,4,-3,5,3,13,-21,22,-7,13,19,10,15,24,-12,10,6,21,-27,5,lob
45.339,3,3,2,3,18,16,15,-9,5,-21,-12,-16,-1,10,0,-14,-15,-2,30,15,20,17,13,39,-1,36,-3,25,-9,30,-21,21,long
26.007,2,3,3,3,-8,31,8,8,24,8,15,0,-16,-8,-16,-7,-7,-16,-8,24,0,23,24,31,16,40,-8,23,-23,24,-32,15,cut
26.21,3,2,3,2,-16,23,0,0,0,8,16,8,0,0,0,16,16,0,-8,16,-8,23,16,15,0,31,0,15,8,23,-40,8,lob
44.924,3,2,3,3,0,31,16,0,8,8,8,0,-16,-8,-8,8,56,8,0,23,8,23,16,39,0,31,-16,16,-8,39,-24,38,long
21.296,3,3,3,3,-15,6,-16,-8,-3,-15,8,-11,-6,7,-16,9,-4,-7,-29,19,-11,15,-10,22,2,35,4,17,4,25,14,18,cut
6.287,3,3,3,2,0,24,8,8,8,24,16,0,-16,8,-16,16,-8,16,-8,32,8,16,16,32,8,16,-8,16,-8,32,-8,32,netplay
58.748,2,3,2,4,14,24,14,-16,13,-19,2,-19,-18,11,19,8,12,0,14,32,20,31,-1,42,-6,32,-4,30,-3,35,-22,34,cut
19.307,3,3,2,3,-16,15,0,8,0,15,16,8,0,0,0,15,16,16,-8,15,-16,16,24,15,-16,23,-8,16,16,15,-8,23,netplay
23.56,2,3,2,2,8,32,7,0,8,24,-15,47,0,8,7,32,0,0,15,24,15,16,0,31,-30,0,15,16,0,31,31,16,lob
29.571,2,3,2,2,-5,15,-12,5,-16,7,-11,-5,11,6,11,10,6,18,9,29,-9,9,-11,19,-1,19,8,11,-11,25,24,17,cut
26.416,3,3,3,2,-8,32,15,0,0,23,-7,0,-16,0,-7,15,0,16,-8,15,16,24,15,8,0,24,-8,16,-7,32,-16,23,lob
73.714,2,5,3,2,-8,23,-8,-7,-16,0,-7,0,8,0,0,16,-8,0,0,16,-8,8,-16,15,-7,23,0,15,0,24,8,31,smash
32.77,2,4,2,2,24,24,8,-8,24,-8,-16,16,-16,8,-24,0,-32,0,16,16,24,16,8,39,40,8,8,24,-16,23,-16,40,lob
58.622,2,4,2,2,-10,10,-15,0,-11,-13,7,-6,3,8,-3,13,-2,-11,-18,31,-7,14,-2,21,7,29,8,14,2,21,18,19,smash
69.636,3,4,3,2,-2,10,1,11,3,10,-3,-15,-3,8,-2,4,-8,-12,0,37,-8,15,-8,15,7,28,5,16,-4,21,12,23,smash
23.55,3,4,3,3,-16,16,8,8,24,15,32,8,-16,-8,-24,8,-16,8,-24,16,-16,15,32,16,-8,31,-24,7,-32,32,-16,23,netplay
28.253,3,2,3,2,-4,13,-8,8,11,6,5,8,-1,5,7,5,9,-1,-8,27,-16,16,11,13,14,30,5,14,2,24,-16,3,lob
44.999,3,2,2,3,16,13,14,-15,-3,-22,-3,-22,-5,13,10,-6,-18,-12,24,17,30,24,15,28,15,32,1,24,-21,26,-21,13,smash
13.212,2,3,3,2,-15,23,15,15,0,24,8,23,-16,-8,-15,0,7,-15,-8,23,0,23,8,31,7,31,-16,23,8,31,8,31,long
37.2,2,5,2,2,-7,6,-12,-3,-10,-11,15,-1,8,-3,-3,13,-2,-15,-10,24,-6,13,-3,18,4,23,6,15,-2,20,7,29,long
53.389,3,3,3,3,0,40,15,7,16,-7,0,0,-8,0,-8,-16,8,-8,0,23,7,24,8,39,0,39,-16,24,-8,31,-23,32,cut
18.9,3,3,3,3,-8,16,8,7,15,16,8,0,-8,0,-8,7,24,8,-16,15,-7,16,23,8,8,31,-15,8,15,23,-23,24,netplay
15.526,3,3,3,2,0,32,16,8,16,8,8,0,-24,0,-24,8,-8,0,-8,24,16,24,8,32,0,16,-8,24,-8,32,0,32,netplay
18.076,2,2,3,2,15,23,-15,0,-16,16,-16,15,8,-15,8,-8,8,0,8,8,-8,15,-15,16,-16,15,16,8,16,15,23,15,lob
72.013,2,2,2,2,23,23,7,0,16,-15,-8,7,-8,16,0,15,15,8,7,24,24,15,15,47,15,39,8,23,-15,39,-23,39,smash
23.007,2,3,2,3,-16,24,16,0,23,7,24,8,-8,0,-8,7,16,16,-8,15,-8,16,-16,23,-23,16,0,16,16,8,8,23,netplay
25.971,3,3,3,2,-8,32,16,8,23,16,16,8,-16,0,-15,8,-8,0,-8,24,8,24,16,15,15,16,-15,16,-16,31,-16,24,lob
31.183,2,3,2,2,-3,11,10,8,0,14,-10,4,-2,2,7,11,-5,14,10,27,6,17,-18,5,-21,20,-2,18,12,19,16,19,cut
32.443,2,3,3,2,-8,32,16,7,16,0,8,-7,-16,0,-23,7,-8,-7,0,23,0,24,16,15,16,24,-16,24,-15,31,-16,24,lob
32.867,3,3,3,2,2,17,10,5,26,-8,-7,7,-10,8,-9,14,-3,18,-3,32,1,17,2,24,-6,35,-9,15,-2,23,-5,31,long
31.164,3,3,3,3,-4,26,23,11,18,1,-6,-10,-22,-7,-9,19,7,-11,-3,29,11,26,13,36,9,33,-13,24,-12,33,-20,34,cut
14.314,2,2,3,3,7,31,-7,0,-8,23,-8,23,16,-15,16,0,8,0,8,8,0,7,-15,8,-16,23,16,0,24,23,15,8,netplay
20.97,2,2,3,1,-8,31,16,0,15,0,8,-8,-15,0,-24,0,-8,-8,0,23,0,24,16,15,8,8,-15,16,-16,31,-16,31,lob
41.626,3,3,3,2,-3,17,15,5,8,13,-13,6,-11,4,-9,14,-3,16,-4,25,5,18,18,7,6,19,-12,16,-9,18,-9,16,long
59.317,3,4,3,2,8,32,8,8,23,0,-8,0,-16,8,-7,8,15,-24,-8,31,8,24,-8,32,-15,31,-8,16,-15,32,-23,31,smash
15.629,3,3,3,3,1,16,-10,7,-15,9,-21,11,17,4,10,12,-5,9,14,21,-3,16,-14,17,24,6,18,10,17,11,20,16,netplay
15.17,2,2,2,2,3,23,-4,6,-15,11,-20,6,5,3,15,19,-3,17,24,28,8,24,-23,5,-18,18,3,25,10,22,24,25,netplay
15.671,3,2,2,2,-8,16,-9,5,13,13,6,10,-14,6,1,16,5,15,-27,23,-7,12,19,7,22,23,-6,9,-10,6,-25,8,lob
24.397,2,3,3,2,-1,17,-10,3,0,21,29,6,-1,4,-6,11,1,11,-14,21,-13,12,-6,19,-16,17,0,11,16,12,-7,19,lob
39.96,3,2,3,2,0,31,15,0,16,23,8,23,-16,8,0,23,8,7,8,23,15,15,8,31,-8,23,-8,15,-16,31,-16,23,long
17.404,3,3,3,3,0,39,15,8,24,15,7,8,-15,0,-8,15,-16,16,-8,23,8,23,15,39,-7,31,-15,16,-8,38,-23,31,netplay
28.154,2,2,3,2,3,17,-11,12,4,13,24,-2,10,-4,14,1,15,0,8,23,-10,14,-10,18,6,30,13,9,11,22,5,21,lob
27.862,2,2,2,3,24,9,17,-7,4,-17,-10,-2,6,12,15,0,7,-15,35,22,20,18,9,38,2,33,-5,23,-9,26,-31,20,cut
20.498,3,3,2,3,-14,8,-12,-6,7,13,12,19,-3,13,-11,10,1,-11,-20,16,-17,0,-15,16,-22,18,2,16,7,19,11,21,lob
51.823,3,2,3,3,-15,24,15,16,0,24,8,24,-15,0,-23,0,-8,32,-8,32,0,16,16,48,7,32,-15,16,-8,48,-7,32,long
59.583,3,2,3,3,-8,24,-8,0,-15,16,8,15,16,0,8,16,0,0,0,16,-8,15,8,32,0,31,0,15,16,24,-8,31,smash
20.01,3,2,3,3,-8,39,15,8,0,23,8,23,-8,0,0,8,23,31,-8,23,-8,16,31,38,0,39,-15,16,7,31,-23,23,netplay
23.987,3,4,3,3,-12,5,-15,-5,-7,-9,1,-3,1,13,-6,14,-8,-5,-23,29,-9,15,-2,25,2,28,3,16,2,24,16,9,lob
36.137,2,3,3,3,8,31,8,0,0,24,-8,23,-8,0,-15,8,-8,0,15,24,16,23,-8,39,16,32,0,23,-7,39,15,24,long
23.971,2,2,2,2,1,16,-14,8,1,14,-4,16,16,3,11,11,9,18,7,29,-10,11,-8,19,-10,30,10,10,11,30,3,9,long
5.876,3,1,2,2,-15,10,-12,7,-13,15,1,23,-9,-4,-10,3,-4,12,-29,2,-15,16,21,15,4,33,0,10,19,19,-22,21,netplay
15.049,3,2,3,3,8,31,15,0,23,-16,23,-15,-8,0,0,-8,0,-15,0,23,7,24,16,47,7,39,-8,24,-8,31,-23,24,netplay
15.443,2,3,2,3,-4,16,5,6,16,11,-7,-16,-3,5,4,17,-15,-8,15,31,-12,17,-13,18,0,28,4,17,-3,24,23,13,lob
33.485,2,3,2,2,8,23,15,8,-8,16,-7,15,-8,8,0,23,-8,16,15,24,15,15,-7,31,15,31,8,15,7,39,8,31,long
23.054,2,4,2,2,-4,11,6,12,13,10,0,-18,-8,0,5,7,-4,8,-1,32,-2,15,-23,7,8,22,2,19,0,19,14,25,cut
15.092,3,2,2,2,6,13,-6,17,7,16,-4,12,16,2,16,13,-1,-7,16,33,-7,17,-3,21,0,24,6,18,-3,23,-2,32,long
40.299,2,3,2,3,24,31,8,-8,16,-31,0,-24,-8,8,0,0,16,8,8,24,16,16,0,55,0,39,0,24,0,47,-8,39,long
41.026,2,4,2,2,-8,16,-7,0,-15,-24,15,16,8,8,0,8,0,-16,0,16,-7,16,-8,23,-7,16,0,16,-7,31,7,40,long
49.752,3,3,3,3,16,32,15,0,23,-8,16,-16,-8,0,0,-8,0,-16,0,24,7,24,16,39,15,24,-16,24,0,15,-31,24,long
30.706,3,3,3,3,-7,15,-7,1,-20,-2,-11,-14,7,11,-1,11,-16,6,-2,32,-10,13,-11,18,1,16,6,16,4,26,17,24,cut
25.973,3,3,3,2,0,31,8,0,8,8,8,0,-16,0,-16,15,-8,8,0,23,8,23,8,23,8,16,-8,23,-8,31,8,23,lob
74.735,2,5,2,2,0,15,-8,0,0,15,-8,0,8,0,0,23,-16,0,0,15,-8,16,-16,15,0,15,0,16,-8,23,16,30,smash
23.907,2,4,2,3,16,32,0,0,-24,15,-24,8,0,0,-16,15,-32,8,16,15,16,24,24,31,32,24,8,24,-40,23,-8,32,netplay
14.478,2,2,2,2,8,23,-8,0,-8,15,-8,8,8,0,16,15,-8,-15,8,15,0,15,-16,16,0,23,8,15,16,16,8,15,netplay
21.89,2,2,2,2,5,17,16,8,-11,3,-14,4,-4,10,8,10,0,13,28,25,14,17,-26,1,-11,25,0,20,8,26,21,20,lob
37.12,2,4,2,2,-8,32,-8,-8,-22,-16,7,8,8,0,-8,-8,-8,8,0,16,-8,15,0,16,0,31,0,15,0,24,15,23,long
38.949,2,3,2,3,9,10,20,-8,0,-26,-4,-18,-5,17,0,-15,-8,-16,29,28,16,24,12,34,-1,35,-9,25,-19,31,-26,20,long
28.436,2,3,2,3,0,16,-16,0,-24,0,-8,-8,8,8,0,15,0,0,-8,23,-8,16,-16,23,-8,24,0,16,0,31,16,23,cut
24.786,2,3,3,2,-8,32,8,0,0,8,-8,16,-15,0,-8,24,8,8,0,24,8,16,7,15,8,24,-8,16,-15,31,-8,24,lob
37.841,3,4,3,2,-11,4,-11,-9,-1,-7,4,-7,-2,13,-14,8,2,-14,-25,19,-15,11,-16,22,0,30,5,13,10,28,20,6,long
52.843,3,3,3,3,16,24,8,0,23,-16,16,-24,-8,8,-8,-16,8,-24,0,23,16,24,7,48,-15,39,0,24,0,56,0,31,long
27.269,3,3,3,3,-10,2,-12,-6,-5,-16,1,-11,-7,10,-10,12,-9,-4,-27,22,-14,11,-15,24,-6,30,4,15,6,27,16,18,cut
7.293,3,3,3,2,-8,31,16,0,8,15,8,8,-16,0,-16,15,-8,15,-8,15,8,15,16,8,0,23,-8,15,-8,24,-8,23,netplay
22.719,3,2,3,2,-5,20,-14,1,9,14,16,2,5,6,11,4,11,8,-16,26,-16,14,13,16,-6,19,4,12,8,19,-10,22,lob
56.815,3,2,2,2,24,2,4,-16,-11,-26,-14,-19,-1,12,14,-10,-5,-15,29,10,24,17,28,21,18,20,-2,23,-10,25,-28,11,long
27.557,2,3,2,3,-4,11,-7,7,-20,-4,-21,-6,4,12,9,0,-10,-7,9,36,4,17,-1,18,6,32,0,18,-5,21,18,32,long
55.986,2,3,2,3,16,32,16,-8,16,-24,8,-24,0,8,8,8,24,0,16,24,16,16,16,47,-16,40,0,24,-16,47,-16,32,cut
32.21,3,2,2,3,-8,12,3,8,21,12,22,9,-21,-3,-5,10,3,10,-27,12,-4,10,22,11,1,30,-18,9,-8,15,-25,17,lob
70.811,3,3,3,2,0,31,8,0,23,-8,16,-15,-16,0,-8,15,16,0,-8,23,8,23,-8,39,-8,31,-16,23,-8,31,-16,39,smash
21.37,3,3,3,2,-2,15,-8,13,10,11,17,16,5,4,-2,10,6,2,-5,22,-11,11,-8,22,-17,24,7,11,16,15,6,24,netplay
23.076,3,4,2,2,24,24,-8,0,0,0,-16,16,0,0,-8,0,16,0,16,16,16,16,-24,16,-24,16,24,16,16,24,24,24,lob
42.332,2,4,2,2,-8,23,-7,0,-16,0,0,0,16,8,0,15,-16,0,0,15,0,16,-15,22,0,16,8,16,0,30,15,15,long
34.543,2,3,2,3,14,13,18,-8,0,-23,-6,-26,-2,17,13,-8,-16,-13,28,28,20,27,13,21,3,36,-5,31,-16,29,-24,19,long
27.25,2,4,2,3,-8,16,0,0,-23,-8,15,8,-8,0,16,16,0,-8,0,24,-8,8,-8,24,8,24,0,16,-8,16,8,24,cut
21.371,2,3,2,2,13,24,7,1,-8,10,-14,1,1,17,10,11,7,23,24,30,17,15,-30,5,-9,25,5,28,8,26,24,10,lob
16.092,2,2,3,2,6,15,-5,13,-2,24,-14,4,19,-1,11,8,3,17,14,25,-6,16,-5,25,0,26,11,17,-4,25,-3,30,long
39.682,3,3,3,4,11,17,23,15,10,-10,-16,-1,-7,13,1,-12,-5,-15,14,34,13,30,-1,41,-7,35,-8,32,0,34,-8,39,long
26.481,2,4,2,2,-8,24,8,8,-8,8,0,-16,0,0,-8,16,8,-24,0,24,0,16,-32,8,0,24,0,16,0,24,8,32,long
34.131,2,3,2,3,23,23,-8,0,39,-15,-23,7,8,0,23,-8,-16,8,8,24,0,23,-16,39,-15,39,15,15,8,47,-16,47,long
27.422,2,3,2,2,-7,14,-7,6,-14,-2,11,-8,-2,7,7,16,-8,12,-9,31,-5,13,-5,13,1,16,8,17,-7,19,17,25,cut
18.993,2,3,2,2,8,24,8,8,8,16,-16,8,0,8,8,16,-16,16,16,24,8,24,8,32,16,24,8,24,8,32,24,24,lob
26.178,2,3,3,3,-8,32,16,8,32,0,16,-8,-8,0,-16,0,0,-16,0,24,8,24,24,32,16,40,-8,24,-16,32,-32,24,cut
23.428,3,2,3,2,-7,12,-5,11,5,16,15,13,-11,3,-5,7,0,13,-24,23,-1,16,15,10,15,25,-9,12,-5,10,-20,11,lob
35.328,3,2,2,3,19,22,17,-3,10,-13,-16,4,-5,0,-10,-13,2,-23,16,20,15,23,1,37,1,40,-8,25,1,33,-19,33,long
41.012,2,3,3,3,0,32,0,8,16,8,16,0,-8,0,-8,-16,16,8,-8,24,-8,16,-8,24,-31,16,8,16,16,32,23,40,cut
32.197,3,2,3,3,2,15,-7,7,18,3,20,-2,-1,11,12,7,10,4,-6,32,-8,15,14,20,7,31,4,15,3,19,-9,25,lob
40.338,3,2,2,3,16,23,15,0,16,-8,-16,0,-8,0,0,0,15,-8,7,23,16,16,0,46,-8,31,0,16,0,39,-7,31,long
29.695,3,3,2,3,-8,8,-10,0,-9,3,3,-10,1,7,5,5,0,-11,-20,29,-8,14,-3,17,-2,33,3,11,-1,25,16,13,long
12.934,2,2,2,2,-7,20,15,12,8,23,7,21,-17,6,-21,6,6,-9,-3,33,2,26,0,32,-12,28,-19,21,5,29,-9,18,long
24.206,2,4,2,2,0,32,16,0,0,32,8,16,-24,0,0,24,8,16,0,24,8,16,16,24,7,32,-16,16,-15,40,-8,24,netplay
18.967,3,3,3,3,-2,16,-17,4,-8,21,1,13,10,4,5,13,4,8,-4,31,-8,13,9,20,1,28,7,12,3,21,-18,18,netplay
25.834,3,3,3,3,-8,31,16,16,8,23,0,16,-16,0,-24,8,0,16,-8,24,8,23,16,39,0,39,-16,23,0,39,-8,23,lob
38.055,3,2,3,2,-7,16,-8,8,-8,24,-8,16,0,8,0,24,7,-8,-8,32,-8,16,8,24,0,32,0,16,0,24,-16,24,long
42.565,3,2,4,1,-7,23,15,8,0,23,8,16,-16,0,-7,16,7,0,0,31,7,24,0,31,-15,23,-8,24,8,31,-8,23,cut
13.066,3,3,2,2,-15,16,7,16,8,16,-23,-40,-8,0,-23,0,15,-16,-8,32,0,16,8,40,-8,32,-16,16,8,40,0,24,long
64.679,3,5,3,2,-4,12,-7,7,0,9,-4,-12,1,6,-6,9,-8,-11,0,36,-4,16,-7,12,-4,34,3,17,-11,20,19,24,smash
23.291,3,4,3,3,-16,23,8,7,32,16,24,0,-16,-8,-24,8,-8,15,-16,15,-8,23,32,8,16,38,-24,15,-24,31,-24,23,netplay
27.318,3,2,3,2,2,15,-9,11,8,4,5,4,5,7,9,-6,10,-4,-11,27,-10,13,1,17,4,30,6,14,3,25,-9,3,lob
40.5,3,3,3,3,8,31,-8,0,48,-8,24,-15,8,0,32,-8,24,-15,-8,24,-8,15,-16,32,-24,23,8,23,24,39,16,32,long
71.577,2,3,3,3,-7,16,-8,0,-8,15,0,16,0,0,7,23,-7,8,-8,23,0,16,8,23,7,31,8,16,0,23,7,31,smash
17.432,2,3,2,2,16,24,-8,8,-23,8,-24,8,16,0,15,8,16,16,23,24,24,15,8,40,31,0,16,15,-31,24,8,40,netplay
8.814,2,2,2,2,5,13,-10,12,7,13,-12,3,15,-1,18,-1,19,0,8,24,-4,14,-6,13,8,32,14,12,7,31,-13,5,netplay
56.518,2,3,2,4,16,24,15,8,8,-16,0,0,-8,8,0,-16,8,-24,7,31,8,24,-8,55,-7,39,-7,24,7,47,-7,40,cut
31.931,2,2,2,3,-5,14,-10,5,-5,11,20,10,10,8,9,4,9,7,-1,23,-16,11,-5,23,-18,21,4,14,16,19,20,16,lob
49.634,2,2,2,2,13,11,19,-5,1,-16,-5,-10,-5,8,3,-20,2,-14,20,19,18,21,1,42,-6,27,-7,24,-8,34,-17,28,cut
17.084,2,2,2,3,13,17,-15,9,-5,17,-15,10,10,-5,12,-4,13,-4,7,13,-6,13,-16,11,-8,23,13,10,17,19,22,21,netplay
25.181,2,3,2,2,8,32,8,0,-8,16,-15,0,0,0,-15,16,-8,0,15,24,8,24,-23,32,31,24,0,24,-7,40,30,24,lob
34.735,3,3,2,2,-2,19,11,5,17,8,-7,8,-15,4,-6,15,-8,11,-5,26,5,15,19,10,8,21,-13,16,-4,23,-10,7,long
51.578,3,3,3,2,7,24,8,8,8,-8,8,-8,-7,8,7,0,8,-16,8,31,8,16,15,39,-15,32,-8,16,-7,47,-8,39,long
25.183,2,3,3,3,-4,12,-7,12,-9,0,-10,-4,5,8,7,8,7,12,2,35,0,18,0,24,5,30,10,15,0,24,13,26,long
33.915,3,3,2,3,-13,7,-14,0,-13,-13,10,0,4,12,0,11,6,-6,-15,34,-9,14,-3,23,1,31,7,17,-1,20,13,30,long
49.082,3,5,2,2,39,8,-7,8,7,8,0,-16,16,0,16,16,-16,-16,8,24,0,16,-8,40,-23,32,16,16,8,48,-8,40,long
23.47,3,4,2,3,-14,7,-11,-6,-11,-16,8,-11,0,8,-2,10,-11,-1,-24,20,-13,17,-5,25,0,31,3,20,2,25,13,27,cut
21.141,3,4,3,2,-8,32,16,8,16,24,8,8,-16,8,-16,16,-8,0,0,24,8,24,16,32,0,0,-8,24,0,32,-8,32,lob
46.978,2,3,3,2,-3,14,-8,4,-24,0,6,-7,9,6,6,17,-13,1,1,28,-8,11,-14,20,-10,21,8,15,4,25,25,21,long
22.556,2,5,2,3,20,8,18,-4,5,-16,-13,-8,-5,5,-17,5,-19,5,24,18,18,21,5,37,-10,31,0,21,3,26,-8,29,cut
26.113,2,2,2,3,0,16,-7,7,0,16,0,0,15,0,15,0,15,0,0,23,0,16,0,23,-7,31,15,16,0,23,-7,16,lob
15.572,2,2,3,3,8,15,-8,8,0,15,8,8,8,0,8,16,0,0,0,23,0,23,0,24,0,30,16,23,0,31,-8,23,long
49.637,3,3,3,3,16,32,8,-8,23,-16,8,-23,-8,7,-8,16,8,16,0,23,16,16,15,54,16,39,-8,23,0,39,-16,39,long
25.018,3,4,3,3,-12,4,-11,-7,-7,-13,3,-9,-4,13,-13,9,-5,-11,-22,15,-17,15,-12,24,-2,31,1,22,5,23,17,16,cut
22.873,3,3,3,2,-8,23,8,8,0,15,0,8,-16,0,-24,0,-8,-8,0,15,8,16,0,15,8,16,-16,16,-8,23,-8,31,lob
44.838,3,4,3,2,-12,8,-15,1,-12,-14,13,4,2,9,0,13,-4,-9,-17,31,-6,14,1,23,5,30,4,15,0,19,17,17,smash
19.099,3,3,3,3,-15,24,15,16,8,16,24,0,-16,-8,-8,8,39,16,-24,8,-8,16,-47,16,-23,0,-24,0,-39,8,-31,0,netplay
12.827,3,2,3,3,-2,13,-11,8,-2,8,-5,10,8,6,9,-4,13,2,-5,28,-8,11,-4,18,7,30,7,12,10,34,-9,-2,netplay
