rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
1,1,00:26:10.120,39253,A,1,發長球,,,B2,170,239,2,,,0,0,,B4,319,886,1
1,2,00:26:12.400,39310,B,,長球,,,B4,319,886,1,,,0,0,,B4,57,51,2
1,3,00:26:13.640,39341,A,,過渡切球,,,B4,57,51,2,,,0,0,,A1,106,509,2
1,4,00:26:14.600,39365,B,,放小球,,1,A1,106,509,2,,,0,0,,B1,95,440,2
1,5,00:26:15.520,39388,A,,挑球,,,B1,95,440,2,,,0,0,,A4,117,887,1
1,6,00:26:17.480,39437,B,,殺球,1,,A4,117,887,1,,,0,0,,A2,387,237,2
1,7,00:26:18.200,39455,A,,未擊球,,,A2,387,237,2,落地,殺球精準,0,1,B,,,,
,,,,,,,,,,,,,,,0,1,,,,,
2,1,00:26:33.640,39841,A,,長球,1,,A4,285,33,1,,,0,1,,B4,385,887,1
2,2,00:26:34.840,39871,B,,長球,,,B4,385,887,1,,,0,1,,A4,323,26,1
2,3,00:26:36.120,39903,A,,殺球,1,,A4,323,26,1,,,0,1,,A1,81,606,2
2,4,00:26:36.680,39917,B,,擋小球,,1,A1,81,606,2,,,0,1,,B3,372,862,2
2,5,00:26:37.680,39942,A,,挑球,,,B1,110,423,2,,,0,1,,B1,110,423,2
2,6,00:26:38.720,39968,B,,平球,,,B3,372,862,2,,,0,1,,A2,333,202,2
2,7,00:26:39.280,39982,A,,挑球,,1,A2,333,202,2,,,0,1,,B3,346,834,2
2,8,00:26:40.480,40012,B,,過渡切球,,,B3,346,834,2,,,0,1,,B1,327,470,2
2,9,00:26:41.040,40026,B,,掛網球,,,B1,327,470,2,未回擊成功,對手失誤,1,1,A,,,,
3,1,00:27:05.800,40645,A,1,發長球,,,A2,225,213,2,,,1,1,,A3,100,881,1
3,2,00:27:08.040,40701,B,,長球,1,,A3,100,881,1,,,1,1,,B4,78,22,1
3,3,00:27:08.960,40724,A,,切球,,,B4,78,22,1,,,1,1,,A1,76,524,2
3,4,00:27:09.840,40746,B,,挑球,,1,A1,76,524,2,,,1,1,,A4,291,32,1
3,5,00:27:11.240,40781,A,,長球,1,,A4,291,32,1,,,1,1,,B3,341,878,1
3,6,00:27:12.280,40807,B,,切球,,,B3,341,878,1,,,1,1,,A2,366,284,2
3,7,00:27:13.320,40833,A,,挑球,,1,A2,366,284,2,,,1,1,,B3,363,834,1
3,8,00:27:14.120,40853,B,,殺球,,,B3,363,834,1,,,1,1,,A3,374,96,2
3,9,00:27:14.600,40865,A,,擋小球,,1,A3,374,96,2,,,1,1,,A1,212,492,2
3,10,00:27:15.400,40885,B,,放小球,,1,A1,212,492,2,,,1,1,,B1,86,362,2
3,11,00:27:16.320,40908,A,,挑球,,,B1,86,362,2,,,1,1,,B4,310,888,1
3,12,00:27:17.760,40944,B,,殺球,,,B4,310,888,1,,,1,1,,A3,389,89,2
3,13,00:27:18.440,40961,A,,未擊球,,,A3,389,89,2,落地,殺球精準,1,2,B,,,,
4,1,00:27:48.680,41717,B,1,發長球,,,B2,268,679,2,,,1,2,,B5,90,-48,2
4,2,00:27:51.000,41775,A,,未擊球,,,B5,90,-48,2,出界,對方失誤,2,2,A,,,,
,,,,,,,,,,,,,,,2,2,,,,,
,,,,,,,,,,,,,,,2,2,,,,,
5,1,00:28:04.360,42109,A,,殺球,1,,A4,331,11,1,,,2,2,,A1,330,464,2
5,2,00:28:04.880,42122,A,,掛網球,,,A1,330,464,2,未回擊成功,對方失誤,2,3,B,,,,
6,1,00:28:17.960,42449,B,1,發長球,,,A2,198,674,2,,,2,3,,A4,291,18,1
6,2,00:28:20.000,42500,A,,殺球,1,,A4,291,18,1,,,2,3,,B2,378,665,2
6,3,00:28:20.600,42515,B,,擋小球,,,B2,378,665,2,,,2,3,,A1,337,428,2
6,4,00:28:21.640,42541,A,,放小球,,1,A1,337,428,2,,,2,3,,A1,143,492,2
6,5,00:28:22.520,42563,B,,挑球,,1,A1,143,492,2,,,2,3,,A4,277,39,1
6,6,00:28:24.120,42603,A,,長球,1,,A4,277,39,1,,,2,3,,B4,355,892,1
6,7,00:28:25.320,42633,B,,長球,,,B4,355,892,1,,,2,3,,A4,360,26,1
6,8,00:28:26.680,42667,A,,切球,1,,A4,360,26,1,,,2,3,,A1,122,606,2
6,9,00:28:27.440,42686,B,,放小球,,1,A1,122,606,2,,,2,3,,B1,82,403,2
6,10,00:28:28.440,42711,A,,挑球,,,B1,82,403,2,,,2,3,,A4,76,887,2
6,11,00:28:29.640,42741,B,,長球,,1,A4,76,887,2,,,2,3,,B4,47,22,1
6,12,00:28:30.720,42768,A,,切球,,,B4,47,22,1,,,2,3,,B1,341,532,2
6,13,00:28:31.600,42790,B,,挑球,,,B1,341,532,2,,,2,3,,A4,320,37,1
6,14,00:28:32.640,42816,A,,長球,,1,A4,320,37,1,,,2,3,,F4,436,910,2
6,15,00:28:34.040,42851,B,,未擊球,,,F4,436,910,2,出界,對方失誤,2,4,B,,,,
7,1,00:28:47.680,43192,B,1,發長球,,,B2,254,679,2,,,2,4,,B4,92,32,1
7,2,00:28:49.520,43238,A,,殺球,,,B4,92,32,1,,,2,4,,A2,78,652,2
7,3,00:28:50.000,43250,B,,擋小球,,1,A2,78,652,2,,,2,4,,A1,299,334,2
7,4,00:28:51.040,43276,A,,挑球,,1,A1,299,334,2,,,2,4,,A3,69,877,1
7,5,00:28:52.200,43305,B,,長球,1,,A3,69,877,1,,,2,4,,B4,54,29,1
7,6,00:28:53.760,43344,A,,切球,,,B4,54,29,1,,,2,4,,A1,68,547,2
7,7,00:28:54.640,43366,B,,挑球,,1,A1,68,547,2,,,2,4,,A3,350,54,1
7,8,00:28:55.880,43397,A,,長球,,1,A3,350,54,1,,,2,4,,A3,99,881,1
7,9,00:28:56.960,43424,B,,長球,1,,A3,99,881,1,,,2,4,,B4,66,37,1
7,10,00:28:57.920,43448,A,,長球,,,B4,66,37,1,,,2,4,,A4,61,890,1
7,11,00:28:59.520,43488,B,,切球,1,,A4,61,890,1,,,2,4,,B1,95,388,2
7,12,00:29:00.480,43512,A,,挑球,,,B1,95,388,2,,,2,4,,A3,74,848,1
7,13,00:29:01.600,43540,B,,殺球,1,,A3,74,848,1,,,2,4,,A2,286,325,2
7,14,00:29:02.600,43565,A,,未擊球,,,A2,286,325,2,落地,翻網球,2,5,B,,,,
8,1,00:29:31.120,44278,B,1,發長球,,,A2,190,695,2,,,2,5,,A4,288,26,1
8,2,00:29:33.200,44330,A,,殺球,,,A4,288,26,1,,,2,5,,B2,371,719,2
8,3,00:29:33.680,44342,B,,擋小球,,,B2,371,719,2,,,2,5,,B1,146,422,2
8,4,00:29:34.640,44366,A,,放小球,,,B1,146,422,2,,,2,5,,A1,88,532,2
8,5,00:29:35.640,44391,B,,放小球,,1,A1,88,532,2,,,2,5,,A1,275,448,1
8,6,00:29:36.520,44413,A,,撲球,,1,A1,275,448,1,,,2,5,,B3,287,753,2
8,7,00:29:36.840,44421,B,,未擊球,,,B3,287,753,2,落地,撲球得分,3,5,A,,,,
9,1,00:29:54.720,44868,A,1,發長球,,,A2,234,247,2,,,3,5,,A4,116,913,1
9,2,00:29:56.880,44922,B,,切球,1,,A4,116,913,1,,,3,5,,A2,352,269,2
9,3,00:29:57.600,44940,A,,放小球,,1,A2,352,269,2,,,3,5,,B1,363,517,2
9,4,00:29:58.640,44966,B,,放小球,,,B1,363,517,2,,,3,5,,A1,359,437,2
9,5,00:29:59.600,44990,A,,放小球,,1,A1,359,437,2,,,3,5,,B1,360,514,2
9,6,00:30:00.440,45011,B,,挑球,,,B1,360,514,2,,,3,5,,A4,333,34,1
9,7,00:30:01.720,45043,A,,長球,1,,A4,333,34,1,,,3,5,,B4,363,911,1
9,8,00:30:03.480,45087,B,,長球,,,B4,363,911,1,,,3,5,,A4,366,29,1
9,9,00:30:04.720,45118,A,,殺球,1,,A4,366,29,1,,,3,5,,D3,409,776,2
9,10,00:30:05.320,45133,B,,未擊球,,,D3,409,776,2,出界,對方失誤,3,6,B,,,,
,,,,,,,,,,,,,,,3,6,,,,,
10,1,00:30:21.640,45541,A,,長球,,,B4,99,34,1,,,3,6,,,,,1
10,2,00:30:22.480,45562,B,,長球,1,,A3,70,784,1,,,3,6,,B4,86,28,1
10,3,00:30:23.960,45599,A,,長球,,,B4,86,28,1,,,3,6,,B4,360,887,2
10,4,00:30:25.160,45629,B,,過渡切球,,,B4,360,887,2,,,3,6,,A2,380,242,2
10,5,00:30:25.960,45649,A,,擋小球,,1,A2,380,242,2,,,3,6,,B1,351,515,2
10,6,00:30:27.000,45675,B,,挑球,,,B1,351,515,2,,,3,6,,B4,85,33,1
10,7,00:30:28.400,45710,A,,長球,,,B4,85,33,1,,,3,6,,A3,77,822,1
10,8,00:30:29.120,45728,B,,切球,1,,A3,77,822,1,,,3,6,,A1,329,401,2
10,9,00:30:30.120,45753,A,,挑球,,,A1,329,401,2,,,3,6,,A4,96,886,1
10,10,00:30:31.640,45791,B,,長球,1,,A4,96,886,1,,,3,6,,A4,309,38,1
10,11,00:30:32.680,45817,A,,長球,1,,A4,309,38,1,,,3,6,,B3,342,881,1
10,12,00:30:34.480,45862,B,,切球,,,B3,342,881,1,,,3,6,,D2,26,305,2
10,13,00:30:35.480,45887,A,,未擊球,,,D2,26,305,2,出界,對'方失誤,4,6,A,,,,
11,1,00:30:54.400,46360,A,1,發長球,,,B2,163,262,2,,,4,6,,B4,302,906,1
11,2,00:30:56.680,46417,B,,切球,,,B4,302,906,1,,,4,6,,B1,63,347,2
11,3,00:30:57.520,46438,A,,挑球,,,B1,63,347,2,,,4,6,,A3,63,771,1
11,4,00:30:58.200,46455,B,,長球,1,,A3,63,771,1,,,4,6,,A4,258,22,1
11,5,00:30:59.400,46485,A,,殺球,1,,A4,258,22,1,,,4,6,,D3,403,748,2
11,6,00:31:00.040,46501,B,,未擊球,,,D3,403,748,2,出界,對方失誤,4,7,B,,,,
12,1,00:31:15.240,46881,B,1,發長球,,,A2,206,719,2,,,4,7,,A4,313,38,1
12,2,00:31:17.240,46931,A,,長球,1,,A4,313,38,1,,,4,7,,B3,350,832,1
12,3,00:31:18.080,46952,B,,長球,,,B3,350,832,1,,,4,7,,A4,315,31,1
12,4,00:31:19.480,46987,A,,切球,1,,A4,315,31,1,,,4,7,,B1,342,523,2
12,5,00:31:20.320,47008,B,,挑球,,,B1,342,523,2,,,4,7,,B4,105,44,2
12,6,00:31:21.440,47036,A,,過渡切球,,,B4,105,44,2,,,4,7,,B1,323,518,2
12,7,00:31:22.520,47063,B,,挑球,,,B1,323,518,2,,,4,7,,A4,308,38,1
12,8,00:31:23.720,47093,A,,長球,1,,A4,308,38,1,,,4,7,,B3,356,868,1
12,9,00:31:24.720,47118,B,,長球,,,B3,356,868,1,,,4,7,,C5,414,-3,2
12,10,00:31:26.360,47159,A,,未擊球,,,C5,414,-3,2,出界,對方失誤,5,7,A,,,,
13,1,00:31:42.840,47571,A,1,發長球,,,A2,229,247,2,,,5,7,,A4,167,885,1
13,2,00:31:45.040,47626,B,,切球,1,,A4,167,885,1,,,5,7,,A2,357,287,2
13,3,00:31:45.840,47646,A,,挑球,,1,A2,357,287,2,,,5,7,,B3,364,855,1
13,4,00:31:46.880,47672,B,,切球,,,B3,364,855,1,,,5,7,,B1,116,412,2
13,5,00:31:47.680,47692,A,,放小球,,,B1,116,412,2,,,5,7,,A1,84,499,2
13,6,00:31:48.720,47718,B,,挑球,,1,A1,84,499,2,,,5,7,,B4,196,19,1
13,7,00:31:50.640,47766,A,,長球,,,B4,196,19,1,,,5,7,,B4,359,913,1
13,8,00:31:51.720,47793,B,,切球,,,B4,359,913,1,,,5,7,,B1,104,362,2
13,9,00:31:52.720,47818,A,,挑球,,,B1,104,362,2,,,5,7,,A3,71,872,1
13,10,00:31:53.880,47847,B,,長球,1,,A3,71,872,1,,,5,7,,B4,69,39,2
13,11,00:31:54.880,47872,A,,過渡切球,,,B4,69,39,2,,,5,7,,B1,370,544,2
13,12,00:31:55.960,47899,B,,挑球,,,B1,370,544,2,,,5,7,,B4,61,53,2
13,13,00:31:57.280,47932,A,,平球,,,B4,61,53,2,,,5,7,,A3,49,750,2
13,14,00:31:57.840,47946,B,,擋小球,,1,A3,49,750,2,,,5,7,,B1,74,399,2
13,15,00:31:59.000,47975,A,,挑球,,,B1,74,399,2,,,5,7,,A3,91,866,2
13,16,00:32:00.400,48010,B,,長球,,1,A3,91,866,2,,,5,7,,B4,69,45,1
13,17,00:32:01.600,48040,A,,殺球,,,B4,69,45,1,,,5,7,,A1,269,463,2
13,18,00:32:02.000,48050,A,,掛網球,,,A1,269,463,2,未回擊成功,對方失誤,5,8,B,,,,
14,1,00:32:22.160,48554,B,1,發長球,,,B2,257,706,2,,,5,8,,B4,97,25,1
14,2,00:32:24.280,48607,A,,長球,,,B4,97,25,1,,,5,8,,B4,362,883,1
14,3,00:32:25.440,48636,B,,長球,,,B4,362,883,1,,,5,8,,A3,312,59,1
14,4,00:32:26.480,48662,A,,殺球,,,A3,312,59,1,,,5,8,,B1,169,462,2
14,5,00:32:26.680,48667,A,,掛網球,,,B1,169,462,2,未回擊成功,對方失誤,5,9,B,,,,
15,1,00:32:45.080,49127,B,1,發長球,,,A2,192,691,2,,,5,9,,A4,299,30,1
15,2,00:32:47.120,49178,A,,殺球,1,,A4,299,30,1,,,5,9,,B3,382,757,2
15,3,00:32:47.640,49191,B,,擋小球,,,B3,382,757,2,,,5,9,,A1,310,467,2
15,4,00:32:48.280,49207,B,,掛網球,,,A1,310,467,2,未回擊成功,對方失誤,6,9,A,,,,
16,1,00:33:15.400,49885,A,1,發小球,,,B2,157,242,2,,,6,9,,B1,287,524,2
16,2,00:33:16.200,49905,B,,挑球,,1,B1,287,524,2,,,6,9,,B4,83,30,1
16,3,00:33:17.480,49937,A,,長球,,,B4,83,30,1,,,6,9,,B3,313,882,1
16,4,00:33:18.480,49962,B,,切球,,,B3,313,882,1,,,6,9,,B2,62,215,2
16,5,00:33:19.040,49976,A,,未擊球,,,B2,62,215,2,落地,切球質量高,6,10,B,,,,
17,1,00:33:33.000,50325,B,1,發長球,,,B2,249,686,2,,,6,10,,B4,120,28,1
17,2,00:33:34.520,50363,A,,殺球,,,B4,120,28,1,,,6,10,,A2,70,691,2
17,3,00:33:35.040,50376,B,,擋小球,,1,A2,70,691,2,,,6,10,,B1,134,428,2
17,4,00:33:36.040,50401,A,,放小球,,,B1,134,428,2,,,6,10,,A1,168,492,2
17,5,00:33:36.800,50420,B,,放小球,,1,A1,168,492,2,,,6,10,,B1,177,443,2
17,6,00:33:37.680,50442,A,,挑球,,1,B1,177,443,2,,,6,10,,A3,68,875,1
17,7,00:33:39.920,50498,B,,殺球,1,,A3,68,875,1,,,6,10,,A2,344,202,2
17,8,00:33:40.480,50512,A,,未擊球,,,A2,344,202,2,落地,殺球得分,6,11,B,,,,
18,1,00:34:47.000,52175,B,1,發長球,,,B2,251,655,2,,,6,11,,A4,283,24,1
18,2,00:34:49.000,52225,A,,長球,1,,A4,283,24,1,,,6,11,,B4,365,910,1
18,3,00:34:50.080,52252,B,,長球,,,B4,365,910,1,,,6,11,,A4,302,29,1
18,4,00:34:51.560,52289,A,,長球,1,,A4,302,29,1,,,6,11,,A3,75,861,1
18,5,00:34:52.520,52313,B,,長球,1,,A3,75,861,1,,,6,11,,B4,86,22,1
18,6,00:34:54.080,52352,A,,長球,,,B4,86,22,1,,,6,11,,B4,346,890,2
18,7,00:34:55.200,52380,B,,過渡切球,,,B4,346,890,2,,,6,11,,B1,117,401,1
18,8,00:34:56.040,52401,A,,放小球,,,B1,117,401,1,,,6,11,,A1,85,554,2
18,9,00:34:56.920,52423,B,,挑球,,1,A1,85,554,2,,,6,11,,A4,273,26,1
18,10,00:34:58.320,52458,A,,長球,1,,A4,273,26,1,,,6,11,,A3,90,856,1
18,11,00:34:59.240,52481,B,,長球,1,,A3,90,856,1,,,6,11,,B4,68,23,2
18,12,00:35:00.360,52509,A,,過渡切球,,,B4,68,23,2,,,6,11,,A1,93,519,2
18,13,00:35:01.320,52533,B,,放小球,,1,A1,93,519,2,,,6,11,,B1,83,422,2
18,14,00:35:02.320,52558,A,,放小球,,,B1,83,422,2,,,6,11,,A1,98,512,2
18,15,00:35:03.360,52584,B,,放小球,,,A1,98,512,2,,,6,11,,A1,349,414,2
18,16,00:35:04.440,52611,A,,挑球,,,A1,349,414,2,,,6,11,,A3,121,877,1
18,17,00:35:06.680,52667,B,,殺球,1,,A3,121,877,1,,,6,11,,B4,37,23,2
18,18,00:35:07.440,52686,A,,未擊球,,,B4,37,23,2,落地,殺球得分,6,12,B,,,,
19,1,00:35:34.280,53357,B,1,發長球,,,B2,265,664,2,,,6,12,,B4,110,22,1
19,2,00:35:36.320,53408,A,,切球,,,B4,110,22,1,,,6,12,,B1,337,556,2
19,3,00:35:37.200,53430,B,,挑球,,,B1,337,556,2,,,6,12,,B4,64,31,1
19,4,00:35:38.480,53462,A,,長球,,,B4,64,31,1,,,6,12,,B3,329,866,1
19,5,00:35:39.440,53486,B,,長球,,,B3,329,866,1,,,6,12,,A4,326,44,1
19,6,00:35:40.480,53512,A,,長球,1,,A4,326,44,1,,,6,12,,A3,93,840,1
19,7,00:35:41.400,53535,B,,切球,1,,A3,93,840,1,,,6,12,,B2,90,247,2
19,8,00:35:42.000,53550,A,,挑球,,,B2,90,247,2,,,6,12,,B3,315,814,1
19,9,00:35:42.960,53574,B,,切球,,,B3,315,814,1,,,6,12,,A1,355,420,2
19,10,00:35:43.920,53598,A,,放小球,,1,A1,355,420,2,,,6,12,,B1,362,508,2
19,11,00:35:44.920,53623,B,,放小球,,,B1,362,508,2,,,6,12,,A1,300,451,2
19,12,00:35:46.040,53651,A,,放小球,,1,A1,300,451,2,,,6,12,,A1,263,464,2
19,13,00:35:46.440,53661,A,,掛網球,,,A1,263,464,2,未回擊成功,小球質量高,6,13,B,,,,
20,1,00:36:07.720,54193,B,1,發長球,,,A2,210,685,2,,,6,13,,A4,302,26,1
20,2,00:36:09.760,54244,A,,殺球,1,,A4,302,26,1,,,6,13,,B2,348,705,2
20,3,00:36:10.240,54256,B,,擋小球,,,B2,348,705,2,,,6,13,,B1,119,361,2
20,4,00:36:11.280,54282,A,,挑球,,,B1,119,361,2,,,6,13,,A3,76,848,1
20,5,00:36:12.360,54309,B,,切球,,,A3,76,848,1,,,6,13,,B3,67,182,2
20,6,00:36:12.960,54324,A,,放小球,,,B3,67,182,2,,,6,13,,A1,66,568,2
20,7,00:36:13.920,54348,B,,挑球,,1,A1,66,568,2,,,6,13,,A4,344,32,1
20,8,00:36:15.120,54378,A,,殺球,1,,A4,344,32,1,,,6,13,,B3,391,750,2
20,9,00:36:15.800,54395,B,,擋小球,,,B3,391,750,2,,,6,13,,B1,299,470,2
20,10,00:36:16.160,54404,B,,掛網球,,,B1,299,470,2,未回擊成功,對方失誤,7,13,A,,,,
21,1,00:36:34.480,54862,A,1,發長球,,,A2,219,237,2,,,7,13,,A5,167,-58,2
21,2,00:36:37.040,54926,B,,未擊球,,,A5,167,-58,2,出界,發球失誤,7,14,B,,,,
22,1,00:36:48.360,55209,B,1,發長球,,,B2,257,667,2,,,7,14,,B4,119,31,1
22,2,00:36:50.320,55258,A,,殺球,,,B4,119,31,1,,,7,14,,A2,85,647,2
22,3,00:36:50.800,55270,B,,擋小球,,1,A2,85,647,2,,,7,14,,B1,193,419,2
22,4,00:36:51.760,55294,A,,放小球,,,B1,193,419,2,,,7,14,,A1,211,486,2
22,5,00:36:52.720,55318,B,,挑球,,1,A1,211,486,2,,,7,14,,A4,298,36,1
22,6,00:36:54.880,55372,A,,切球,1,,A4,298,36,1,,,7,14,,A1,98,597,2
22,7,00:36:55.720,55393,B,,挑球,,1,A1,98,597,2,,,7,14,,B4,80,31,1
22,8,00:36:56.920,55423,A,,長球,,,B4,80,31,1,,,7,14,,A3,64,834,1
22,9,00:36:57.720,55443,B,,殺球,,,A3,64,834,1,,,7,14,,B1,248,471,2
22,10,00:36:58.000,55450,B,,掛網球,,,B1,248,471,2,未回擊成功,對方失誤,8,14,A,,,,
23,1,00:37:15.600,55890,A,1,發長球,,,B2,153,251,2,,,8,14,,B4,262,902,1
23,2,00:37:17.840,55946,B,,長球,,,B4,262,902,1,,,8,14,,B4,70,39,1
23,3,00:37:19.000,55975,A,,殺球,,,B4,70,39,1,,,8,14,,A3,64,747,2
23,4,00:37:19.440,55986,B,,擋小球,,1,A3,64,747,2,,,8,14,,B1,77,415,2
23,5,00:37:20.520,56013,A,,挑球,,,B1,77,415,2,,,8,14,,A4,67,892,1
23,6,00:37:22.000,56050,B,,長球,,,A4,67,892,1,,,8,14,,B4,77,32,1
23,7,00:37:23.320,56083,A,,切球,,,B4,77,32,1,,,8,14,,B2,327,614,2
23,8,00:37:24.120,56103,B,,挑球,,,B2,327,614,2,,,8,14,,A4,346,41,1
23,9,00:37:25.200,56130,A,,長球,,1,A4,346,41,1,,,8,14,,A3,74,877,1
23,10,00:37:26.600,56165,B,,切球,1,,A3,74,877,1,,,8,14,,B3,66,174,2
23,11,00:37:27.120,56178,A,,擋小球,,,B3,66,174,2,,,8,14,,A1,93,524,2
23,12,00:37:28.080,56202,B,,挑球,,1,A1,93,524,2,,,8,14,,A3,297,54,1
23,13,00:37:29.400,56235,A,,切球,1,,A3,297,54,1,,,8,14,,A1,102,588,2
23,14,00:37:30.280,56257,B,,挑球,,1,A1,102,588,2,,,8,14,,B4,117,38,1
23,15,00:37:31.520,56288,A,,長球,,,B4,117,38,1,,,8,14,,B3,346,879,2
23,16,00:37:32.560,56314,B,,過渡切球,,,B3,346,879,2,,,8,14,,A2,345,235,2
23,17,00:37:33.280,56332,A,,放小球,,1,A2,345,235,2,,,8,14,,A1,107,541,2
23,18,00:37:34.200,56355,B,,放小球,,1,A1,107,541,2,,,8,14,,B1,279,470,2
23,19,00:37:34.760,56369,B,,掛網球,,,B1,279,470,2,未回擊成功,對方失誤,9,14,A,,,,
24,1,00:38:01.960,57049,A,1,發長球,,,A2,213,256,2,,,9,14,,A4,133,893,1
24,2,00:38:04.160,57104,B,,切球,1,,A4,133,893,1,,,9,14,,A2,329,247,2
