unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
2018-Indonesia_open-finals-1-2,8,9,00:08:15.700000,14870,A,,挑球,,1.0,C1,93,627,2.0,,,10,8,,B3,104.0,184.0,1.0
2018-Indonesia_open-finals-1-2,8,10,00:08:16.200000,14887,B,,殺球,,,B2,104,184,1.0,,,10,8,,A2,142.0,716.0,2.0
2018-Indonesia_open-finals-1-2,8,11,00:08:16.700000,14900,A,,防守回挑,,,A2,142,716,2.0,,,10,8,,B2,122.0,208.0,1.0
2018-Indonesia_open-finals-1-2,8,12,00:08:17.200000,14917,B,,殺球,,,A2,122,208,1.0,,,10,8,,A2,182.0,699.0,2.0
2018-Indonesia_open-finals-1-2,8,13,00:08:17.500000,14926,A,,擋小球,,1.0,A2,182,699,2.0,,,10,8,,B1,184.0,465.0,
2018-Indonesia_open-finals-1-2,8,14,00:08:18,14941,B,,未擊球,,,A1,184,465,,未回擊成功,對手失誤,10,9,B,,,,
2018-Indonesia_open-finals-1-2,9,1,00:08:22.300000,15069,B,1,發長球,,,A2,201,265,2.0,,,10,9,,A4,120.0,921.0,1.0
2018-Indonesia_open-finals-1-2,9,2,00:08:24.200000,15126,A,,殺球,,,A3,120,921,1.0,,,10,9,,B2,170.0,234.0,2.0
2018-Indonesia_open-finals-1-2,9,3,00:08:24.800000,15143,B,,擋小球,,,A2,170,234,2.0,,,10,9,,A1,190.0,515.0,2.0
2018-Indonesia_open-finals-1-2,9,4,00:08:25.600000,15167,A,,放小球,,,A1,190,515,2.0,,,10,9,,B1,104.0,354.0,2.0
2018-Indonesia_open-finals-1-2,9,5,00:08:26.300000,15189,B,,放小球,,,B1,104,354,2.0,,,10,9,,A1,105.0,507.0,2.0
2018-Indonesia_open-finals-1-2,9,6,00:08:27.200000,15216,A,,挑球,,1.0,C1,105,507,2.0,,,10,9,,B4,129.0,19.0,1.0
2018-Indonesia_open-finals-1-2,9,7,00:08:28.600000,15259,B,,殺球,,,A3,129,19,1.0,,,10,9,,A2,210.0,674.0,2.0
2018-Indonesia_open-finals-1-2,9,8,00:08:29.200000,15276,A,,擋小球,,,A2,210,674,2.0,,,10,9,,B2,124.0,315.0,2.0
2018-Indonesia_open-finals-1-2,9,9,00:08:30.100000,15303,B,,挑球,,,A1,124,315,2.0,,,10,9,,B4,295.0,890.0,1.0
2018-Indonesia_open-finals-1-2,9,10,00:08:31.500000,15344,A,,殺球,,,A3,295,890,1.0,,,10,9,,B2,206.0,210.0,2.0
2018-Indonesia_open-finals-1-2,9,11,00:08:32,15360,B,,擋小球,,,A2,206,210,2.0,,,10,9,,A1,127.0,507.0,2.0
2018-Indonesia_open-finals-1-2,9,12,00:08:33.100000,15392,A,,挑球,,1.0,A1,127,507,2.0,,,10,9,,B5,132.0,-36.0,
2018-Indonesia_open-finals-1-2,9,13,00:08:34.700000,15441,B,,未擊球,,,A4,132,-36,,出界,對手失誤,10,10,B,,,,
2018-Indonesia_open-finals-1-2,10,1,00:08:37.800000,15535,B,1,發長球,,,A2,178,261,2.0,,,10,10,,B4,317.0,897.0,1.0
2018-Indonesia_open-finals-1-2,10,2,00:08:39.900000,15596,A,,殺球,,,B3,317,897,1.0,,,10,10,,B2,57.0,208.0,2.0
2018-Indonesia_open-finals-1-2,10,3,00:08:40.500000,15616,B,,防守回挑,,,B2,57,208,2.0,,,10,10,,A2,104.0,681.0,1.0
2018-Indonesia_open-finals-1-2,10,4,00:08:41.400000,15642,A,,殺球,,,C2,104,681,1.0,,,10,10,,B2,192.0,213.0,
2018-Indonesia_open-finals-1-2,10,5,00:08:41.700000,15651,B,,未擊球,,,A2,192,213,,落地,殺球精準,11,10,A,,,,
2018-Indonesia_open-finals-1-2,11,1,00:08:44.600000,15739,A,1,發小球,,1.0,A2,220,659,2.0,,,12,10,,B2,73.0,308.0,2.0
2018-Indonesia_open-finals-1-2,11,2,00:08:45.400000,15763,B,,挑球,,,B1,73,308,2.0,,,12,10,,A3,48.0,850.0,1.0
2018-Indonesia_open-finals-1-2,11,3,00:08:46.700000,15800,A,,切球,,1.0,C2,48,850,1.0,,,12,10,,B2,61.0,199.0,2.0
2018-Indonesia_open-finals-1-2,11,4,00:08:47.300000,15820,B,,擋小球,,,B2,61,199,2.0,,,12,10,,A1,69.0,506.0,2.0
2018-Indonesia_open-finals-1-2,11,5,00:08:48.200000,15845,A,,挑球,,1.0,C1,69,506,2.0,,,12,10,,B4,61.0,40.0,1.0
2018-Indonesia_open-finals-1-2,11,6,00:08:49.400000,15881,B,,切球,,,B3,61,40,1.0,,,12,10,,B1,302.0,532.0,2.0
2018-Indonesia_open-finals-1-2,11,7,00:08:50.200000,15906,A,,挑球,,,A1,302,532,2.0,,,12,10,,A3,315.0,183.0,1.0
2018-Indonesia_open-finals-1-2,11,8,00:08:50.800000,15924,B,,切球,,1.0,A2,315,183,1.0,,,12,10,,B1,374.0,545.0,2.0
2018-Indonesia_open-finals-1-2,11,9,00:08:51.600000,15949,A,,擋小球,,,B1,374,545,2.0,,,12,10,,A1,355.0,412.0,2.0
2018-Indonesia_open-finals-1-2,11,10,00:08:52.500000,15974,B,,放小球,,1.0,C1,355,412,2.0,,,12,10,,B1,373.0,530.0,2.0
2018-Indonesia_open-finals-1-2,11,11,00:08:53.400000,16001,A,,放小球,,,B1,373,530,2.0,,,12,10,,B1,126.0,400.0,2.0
2018-Indonesia_open-finals-1-2,11,12,00:08:54.300000,16030,B,,放小球,,,A1,126,400,2.0,,,12,10,,A1,88.0,514.0,2.0
2018-Indonesia_open-finals-1-2,11,13,00:08:55.200000,16055,A,,挑球,,1.0,C1,88,514,2.0,,,12,10,,B4,132.0,43.0,1.0
2018-Indonesia_open-finals-1-2,11,14,00:08:56.900000,16108,B,,殺球,,,A3,132,43,1.0,,,12,10,,A3,53.0,747.0,2.0
2018-Indonesia_open-finals-1-2,11,15,00:08:57.400000,16123,A,,擋小球,,1.0,C2,53,747,2.0,,,12,10,,B1,75.0,335.0,2.0
2018-Indonesia_open-finals-1-2,11,16,00:08:58.300000,16150,B,,放小球,,,B1,75,335,2.0,,,12,10,,A1,70.0,523.0,2.0
2018-Indonesia_open-finals-1-2,11,17,00:08:59.200000,16177,A,,放小球,,1.0,C1,70,523,2.0,,,12,10,,A1,290.0,378.0,2.0
2018-Indonesia_open-finals-1-2,11,18,00:09:00.100000,16204,B,,挑球,,1.0,A1,290,378,2.0,,,12,10,,A3,134.0,796.0,1.0
2018-Indonesia_open-finals-1-2,11,19,00:09:01.100000,16233,A,,長球,1.0,,A2,134,796,1.0,,,12,10,,A4,294.0,46.0,1.0
2018-Indonesia_open-finals-1-2,11,20,00:09:02.800000,16283,B,,殺球,,,A3,294,46,1.0,,,12,10,,B2,307.0,743.0,2.0
2018-Indonesia_open-finals-1-2,11,21,00:09:03.200000,16296,A,,擋小球,,,A2,307,743,2.0,,,12,10,,B2,148.0,326.0,2.0
2018-Indonesia_open-finals-1-2,11,22,00:09:04.200000,16326,B,,挑球,,,A1,148,326,2.0,,,12,10,,yy,330.0,883.0,1.0
2018-Indonesia_open-finals-1-2,11,23,00:09:05.500000,16365,A,,切球,,,B3,330,883,1.0,,,12,10,,B2,70.0,316.0,2.0
2018-Indonesia_open-finals-1-2,11,24,00:09:06.600000,16397,B,,挑球,,,B1,70,316,2.0,,,12,10,,A3,76.0,761.0,1.0
2018-Indonesia_open-finals-1-2,11,25,00:09:07.400000,16422,A,,切球,,,C2,76,761,1.0,,,12,10,,A1,271.0,425.0,
2018-Indonesia_open-finals-1-2,11,26,00:09:07.900000,16437,B,,未擊球,,,A1,271,425,,未回擊成功,對手失誤,12,11,B,,,,
2018-Indonesia_open-finals-1-2,12,1,00:09:11.400000,16541,B,1,發長球,,,A2,200,263,2.0,,,12,11,,A4,139.0,917.0,1.0
2018-Indonesia_open-finals-1-2,12,2,00:09:13.400000,16603,A,,殺球,,,A3,139,917,1.0,,,12,11,,B3,118.0,190.0,2.0
2018-Indonesia_open-finals-1-2,12,3,00:09:13.900000,16616,B,,擋小球,,,A2,118,190,2.0,,,12,11,,B1,299.0,536.0,2.0
2018-Indonesia_open-finals-1-2,12,4,00:09:14.800000,16643,A,,放小球,,,A1,299,536,2.0,,,12,11,,A2,248.0,302.0,2.0
2018-Indonesia_open-finals-1-2,12,5,00:09:15.500000,16664,B,,挑球,,1.0,A2,248,302,2.0,,,12,11,,A3,163.0,861.0,1.0
2018-Indonesia_open-finals-1-2,12,6,00:09:16.500000,16696,A,,長球,,,A2,163,861,1.0,,,12,11,,B4,146.0,24.0,1.0
2018-Indonesia_open-finals-1-2,12,7,00:09:17.900000,16738,B,,殺球,,,A3,146,24,1.0,,,12,11,,A2,127.0,706.0,2.0
2018-Indonesia_open-finals-1-2,12,8,00:09:18.500000,16755,A,,防守回挑,,1.0,A2,127,706,2.0,,,12,11,,B3,107.0,168.0,1.0
2018-Indonesia_open-finals-1-2,12,9,00:09:19.100000,16773,B,,殺球,,,B2,107,168,1.0,,,12,11,,A2,149.0,729.0,2.0
2018-Indonesia_open-finals-1-2,12,10,00:09:19.500000,16785,A,,擋小球,,1.0,A2,149,729,2.0,,,12,11,,A1,285.0,340.0,2.0
2018-Indonesia_open-finals-1-2,12,11,00:09:20.200000,16806,B,,挑球,,1.0,A1,285,340,2.0,,,12,11,,B3,345.0,849.0,1.0
2018-Indonesia_open-finals-1-2,12,12,00:09:21.200000,16837,A,,後場平球,,,B2,345,849,1.0,,,12,11,,B4,53.0,30.0,
2018-Indonesia_open-finals-1-2,12,13,00:09:22.200000,16867,B,,未擊球,,,B3,53,30,,落地,平球精準,13,11,A,,,,
2018-Indonesia_open-finals-1-2,13,1,00:09:24.700000,16940,A,1,發長球,,1.0,A2,189,658,2.0,,,13,11,,A3,284.0,66.0,1.0
2018-Indonesia_open-finals-1-2,13,2,00:09:25.700000,16970,B,,長球,,,A3,284,66,1.0,,,13,11,,A4,122.0,886.0,1.0
2018-Indonesia_open-finals-1-2,13,3,00:09:27.200000,17015,A,,殺球,,,A3,122,886,1.0,,,13,11,,A2,319.0,210.0,2.0
2018-Indonesia_open-finals-1-2,13,4,00:09:27.700000,17030,B,,擋小球,,1.0,C2,319,210,2.0,,,13,11,,B1,337.0,543.0,2.0
2018-Indonesia_open-finals-1-2,13,5,00:09:28.700000,17062,A,,放小球,,,B1,337,543,2.0,,,13,11,,A1,349.0,423.0,2.0
2018-Indonesia_open-finals-1-2,13,6,00:09:29.500000,17086,B,,挑球,,1.0,C1,349,423,2.0,,,13,11,,A3,164.0,849.0,1.0
2018-Indonesia_open-finals-1-2,13,7,00:09:30.500000,17116,A,,長球,1.0,,A2,164,849,1.0,,,13,11,,B4,136.0,31.0,1.0
2018-Indonesia_open-finals-1-2,13,8,00:09:32.300000,17168,B,,切球,,,A3,136,31,1.0,,,13,11,,B2,331.0,618.0,2.0
2018-Indonesia_open-finals-1-2,13,9,00:09:32.800000,17185,A,,擋小球,,,B1,331,618,2.0,,,13,11,,B2,95.0,308.0,2.0
2018-Indonesia_open-finals-1-2,13,10,00:09:33.800000,17214,B,,挑球,,,B1,95,308,2.0,,,13,11,,A3,91.0,775.0,1.0
2018-Indonesia_open-finals-1-2,13,11,00:09:34.600000,17239,A,,切球,,1.0,C2,91,775,1.0,,,13,11,,B2,84.0,320.0,2.0
2018-Indonesia_open-finals-1-2,13,12,00:09:35.600000,17268,B,,挑球,,,B1,84,320,2.0,,,13,11,,A3,90.0,861.0,1.0
2018-Indonesia_open-finals-1-2,13,13,00:09:37.200000,17315,A,,殺球,,,C2,90,861,1.0,,,13,11,,B3,90.0,179.0,2.0
2018-Indonesia_open-finals-1-2,13,14,00:09:37.600000,17328,B,,擋小球,,,B2,90,179,2.0,,,13,11,,A1,100.0,539.0,1.0
2018-Indonesia_open-finals-1-2,13,15,00:09:38.400000,17352,A,,平球,,1.0,C1,100,539,1.0,,,13,11,,A3,225.0,154.0,2.0
2018-Indonesia_open-finals-1-2,13,16,00:09:38.800000,17364,B,,平球,,1.0,A2,225,154,2.0,,,13,11,,B2,283.0,627.0,2.0
2018-Indonesia_open-finals-1-2,13,17,00:09:39.400000,17383,A,,擋小球,,,A1,283,627,2.0,,,13,11,,B2,81.0,315.0,2.0
2018-Indonesia_open-finals-1-2,13,18,00:09:40.300000,17409,B,,挑球,,,B1,81,315,2.0,,,13,11,,B3,374.0,876.0,1.0
2018-Indonesia_open-finals-1-2,13,19,00:09:41.500000,17445,A,,切球,,,B3,374,876,1.0,,,13,11,,B1,93.0,363.0,2.0
2018-Indonesia_open-finals-1-2,13,20,00:09:42.500000,17474,B,,擋小球,,,B1,93,363,2.0,,,13,11,,A1,96.0,504.0,2.0
2018-Indonesia_open-finals-1-2,13,21,00:09:43.500000,17505,A,,挑球,,1.0,C1,96,504,2.0,,,13,11,,A3,327.0,67.0,1.0
2018-Indonesia_open-finals-1-2,13,22,00:09:45.600000,17569,B,,切球,,,C3,327,67,1.0,,,13,11,,A1,140.0,534.0,2.0
2018-Indonesia_open-finals-1-2,13,23,00:09:46.500000,17594,A,,擋小球,,1.0,A1,140,534,2.0,,,13,11,,B1,113.0,400.0,2.0
2018-Indonesia_open-finals-1-2,13,24,00:09:47.400000,17623,B,,放小球,,,A1,113,400,2.0,,,13,11,,A1,103.0,511.0,2.0
2018-Indonesia_open-finals-1-2,13,25,00:09:48.500000,17656,A,,放小球,,1.0,C1,103,511,2.0,,,13,11,,A1,291.0,447.0,1.0
2018-Indonesia_open-finals-1-2,13,26,00:09:49.200000,17676,B,,撲球,,1.0,A1,291,447,1.0,,,13,11,,A3,127.0,823.0,
2018-Indonesia_open-finals-1-2,13,27,00:09:50,17699,A,,未擊球,,,A2,127,823,,落地,搶主動,13,12,B,,,,
2018-Indonesia_open-finals-1-2,14,1,00:09:55.200000,17855,B,1,發長球,,,A2,182,273,2.0,,,13,12,,B4,313.0,921.0,1.0
2018-Indonesia_open-finals-1-2,14,2,00:09:57.200000,17915,A,,切球,,,A3,313,921,1.0,,,13,12,,A1,329.0,364.0,2.0
2018-Indonesia_open-finals-1-2,14,3,00:09:58,17940,B,,挑球,,1.0,C1,329,364,2.0,,,13,12,,A3,99.0,822.0,1.0
2018-Indonesia_open-finals-1-2,14,4,00:09:58.900000,17968,A,,平球,,1.0,C2,99,822,1.0,,,13,12,,B2,155.0,208.0,1.0
2018-Indonesia_open-finals-1-2,14,5,00:09:59.400000,17981,B,,平球,,,A2,155,208,1.0,,,13,12,,A2,194.0,708.0,1.0
2018-Indonesia_open-finals-1-2,14,6,00:09:59.900000,17997,A,,擋小球,,,A2,194,708,1.0,,,13,12,,B1,106.0,355.0,2.0
2018-Indonesia_open-finals-1-2,14,7,00:10:00.600000,18019,B,,放小球,,,B1,106,355,2.0,,,13,12,,A1,93.0,511.0,2.0
2018-Indonesia_open-finals-1-2,14,8,00:10:01.600000,18047,A,,挑球,,1.0,C1,93,511,2.0,,,13,12,,C4,410.0,6.0,
2018-Indonesia_open-finals-1-2,14,9,00:10:03.300000,18098,B,,未擊球,,,E3,410,6,,出界,對手失誤,13,13,B,,,,
